start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
2015	8930	124	146	124	Marseille	Michy	Batshuayi	0	88.1	47.7	79.0609088168	12.1202310209	1	1	0	0	0	0	0	0.103770605458
2015	8930	124	146	124	Marseille	Michy	Batshuayi	1	91.8	47.9	75.6354175503	8.46463230152	0	1	0	0	0	0	0	0.368710667718
2015	8930	124	146	124	Marseille	Michy	Batshuayi	0	93.8	57.0	138.468229259	9.35093578205	1	1	0	0	0	0	0	0.158047101814
2015	8930	124	146	124	Marseille	Romain	Alessandrini	0	88.2	37.7	43.8114613908	17.0449405983	0	1	0	0	0	0	0	0.126709691793
2015	8930	124	146	124	Marseille	Mario	Lemina	0	90.4	48.3	79.9579763645	9.74935895329	1	1	1	0	0	0	0	0.0841354503659
2015	8930	124	146	124	Marseille	Abdel	Barrada	0	87.7	48.9	84.889582439	12.3490890352	0	1	0	0	0	0	0	0.240127807297
2015	8930	124	146	124	Marseille	Abdel	Barrada	1	96.6	49.1	75.1735200296	3.51710107901	1	1	0	0	0	0	0	0.313403775316
2015	8930	124	146	124	Marseille	Romain	Alessandrini	1	92.2	60.8	144.162347046	13.3221619867	0	0	0	0	0	0	0	0.219811464629
2015	8930	124	146	124	Marseille	Lucas	Ocampos	1	91.9	59.9	140.710593137	12.7914033632	0	1	0	0	0	0	0	0.234272674904
2015	8930	124	146	124	Marseille	Michy	Batshuayi	1	87.2	64.5	138.563268063	19.3414063604	0	0	0	0	0	0	0	0.0968928529636
2015	8930	124	146	124	Marseille	Mario	Lemina	0	91.6	56.4	127.303948278	10.560303026	1	1	1	0	0	0	0	0.0769513101101
2015	8930	124	146	124	Marseille	Lassana	Diarra	1	77.7	54.4	101.161626215	22.7299362076	0	0	1	0	0	0	0	0.0319826217135
2015	8930	124	146	124	Marseille	Abdel	Barrada	0	78.2	47.0	82.1644748935	22.0054538694	0	1	0	0	0	0	0	0.0631778597351
2015	8930	124	146	124	Marseille	Abdel	Barrada	0	84.0	62.4	127.775684306	20.2425294862	0	1	0	0	0	0	0	0.084431861881
2015	8930	124	146	124	Marseille	Mario	Lemina	0	71.3	34.2	61.1662205216	32.7617154618	0	0	0	0	0	0	0	0.0117816925359
2015	8930	124	146	124	Marseille	Abdel	Barrada	0	94.3	49.3	82.9987324425	5.74282160614	0	0	0	0	0	0	0	0.475553007526
2015	8930	124	146	146	Troyes	Corentin	Jean	0	86.3	51.1	94.5905431856	13.7440896388	0	0	0	0	0	0	0	0.202913026231
2015	8930	124	146	146	Troyes	Fabien	Camus	0	84.6	25.2	31.8389471344	29.1924647812	0	0	0	0	0	0	0	0.020247666521
2015	8930	124	146	146	Troyes	Corentin	Jean	0	76.6	48.9	87.3085899842	23.4258404332	0	0	0	0	0	0	0	0.0511771336185
2015	8930	124	146	146	Troyes	Fabien	Camus	0	72.6	57.9	106.083391249	28.5161357831	0	0	0	0	0	0	0	0.0236544105561
2015	8930	124	146	146	Troyes	Stéphane	Darbion	0	85.0	53.0	101.309932474	15.2970585408	0	1	0	0	0	0	0	0.166355989745
2015	8930	124	146	146	Troyes	Stéphane	Darbion	0	84.9	31.8	39.6814873025	23.6484671808	0	0	0	0	0	0	0	0.0479629198162
