start	id	short_name	tsr_for
2013	144	Valenciennes	0.471
2013	133	Monaco	0.455
2013	142	PSG	0.545
2013	125	Evian	0.368
2013	129	Lille	0.632
2013	124	Marseille	0.5
2013	128	St Etienne	0.5
2013	137	Nantes	0.8
2013	139	Nice	0.2
2013	134	Lorient	0.476
2013	140	Toulouse	0.524
2013	127	Guingamp	0.56
2013	143	Sochaux	0.44
2013	136	Bordeaux	0.741
2013	141	Reims	0.259
2013	131	Lyon	0.714
2013	145	Ajaccio	0.286
2013	142	PSG	0.4
2013	144	Valenciennes	0.6
2013	123	Bastia	0.208
2013	133	Monaco	0.792
2013	132	Rennes	0.231
2013	135	Montpellier	0.769
2013	124	Marseille	0.37
2013	134	Lorient	0.63
2013	140	Toulouse	0.2
2013	142	PSG	0.8
2013	127	Guingamp	0.417
2013	139	Nice	0.583
2013	125	Evian	0.346
2013	136	Bordeaux	0.654
2013	123	Bastia	0.091
2013	128	St Etienne	0.909
2013	129	Lille	0.667
2013	131	Lyon	0.333
2013	143	Sochaux	0.4
2013	144	Valenciennes	0.6
2013	132	Rennes	0.263
2013	137	Nantes	0.737
2013	135	Montpellier	0.75
2013	145	Ajaccio	0.25
2013	133	Monaco	0.615
2013	141	Reims	0.385
2013	123	Bastia	0.533
2013	134	Lorient	0.467
2013	128	St Etienne	0.421
2013	133	Monaco	0.579
2013	141	Reims	0.409
2013	144	Valenciennes	0.591
2013	139	Nice	0.556
2013	140	Toulouse	0.444
2013	129	Lille	0.857
2013	145	Ajaccio	0.143
2013	125	Evian	0.5
2013	137	Nantes	0.5
2013	127	Guingamp	0.846
2013	132	Rennes	0.154
2013	131	Lyon	0.545
2013	135	Montpellier	0.455
2013	136	Bordeaux	0.704
2013	143	Sochaux	0.296
2013	124	Marseille	0.692
2013	142	PSG	0.308
2013	124	Marseille	0.731
2013	139	Nice	0.269
2013	140	Toulouse	0.524
2013	141	Reims	0.476
2013	123	Bastia	0.24
2013	142	PSG	0.76
2013	132	Rennes	0.429
2013	144	Valenciennes	0.571
2013	129	Lille	0.45
2013	135	Montpellier	0.55
2013	137	Nantes	0.7
2013	145	Ajaccio	0.3
2013	125	Evian	0.5
2013	127	Guingamp	0.5
2013	133	Monaco	0.423
2013	143	Sochaux	0.577
2013	128	St Etienne	0.609
2013	134	Lorient	0.391
2013	131	Lyon	0.643
2013	136	Bordeaux	0.357
2013	129	Lille	0.632
2013	137	Nantes	0.368
2013	124	Marseille	0.667
2013	141	Reims	0.333
2013	127	Guingamp	0.68
2013	145	Ajaccio	0.32
2013	132	Rennes	0.471
2013	140	Toulouse	0.529
2013	123	Bastia	0.375
2013	139	Nice	0.625
2013	134	Lorient	0.588
2013	143	Sochaux	0.412
2013	125	Evian	0.455
2013	144	Valenciennes	0.545
2013	135	Montpellier	0.238
2013	136	Bordeaux	0.762
2013	131	Lyon	0.444
2013	133	Monaco	0.556
2013	128	St Etienne	0.25
2013	142	PSG	0.75
2013	134	Lorient	0.333
2013	142	PSG	0.667
2013	124	Marseille	0.588
2013	132	Rennes	0.412
2013	125	Evian	0.636
2013	140	Toulouse	0.364
2013	123	Bastia	0.435
2013	141	Reims	0.565
2013	144	Valenciennes	0.56
2013	145	Ajaccio	0.44
2013	128	St Etienne	0.273
2013	143	Sochaux	0.727
2013	127	Guingamp	0.381
2013	131	Lyon	0.619
2013	136	Bordeaux	0.579
2013	139	Nice	0.421
2013	135	Montpellier	0.783
2013	137	Nantes	0.217
2013	129	Lille	0.318
2013	133	Monaco	0.682
2013	125	Evian	0.375
2013	133	Monaco	0.625
2013	139	Nice	0.429
2013	142	PSG	0.571
2013	135	Montpellier	0.632
2013	144	Valenciennes	0.368
2013	134	Lorient	0.667
2013	141	Reims	0.333
2013	127	Guingamp	0.409
2013	129	Lille	0.591
2013	123	Bastia	0.667
2013	132	Rennes	0.333
2013	136	Bordeaux	0.593
2013	137	Nantes	0.407
2013	124	Marseille	0.579
2013	143	Sochaux	0.421
2013	128	St Etienne	0.55
2013	131	Lyon	0.45
2013	124	Marseille	0.714
2013	145	Ajaccio	0.286
2013	141	Reims	0.4
2013	142	PSG	0.6
2013	132	Rennes	0.522
2013	136	Bordeaux	0.478
2013	131	Lyon	0.607
2013	144	Valenciennes	0.393
2013	123	Bastia	0.389
2013	143	Sochaux	0.611
2013	127	Guingamp	0.45
2013	135	Montpellier	0.55
2013	125	Evian	0.4
2013	134	Lorient	0.6
2013	129	Lille	0.762
2013	140	Toulouse	0.238
2013	128	St Etienne	0.529
2013	139	Nice	0.471
2013	133	Monaco	0.545
2013	137	Nantes	0.455
2013	124	Marseille	0.667
2013	135	Montpellier	0.333
2013	128	St Etienne	0.708
2013	141	Reims	0.292
2013	132	Rennes	0.207
2013	133	Monaco	0.793
2013	134	Lorient	0.348
2013	139	Nice	0.652
2013	127	Guingamp	0.478
2013	137	Nantes	0.522
2013	129	Lille	0.6
2013	144	Valenciennes	0.4
2013	140	Toulouse	0.471
2013	143	Sochaux	0.529
2013	136	Bordeaux	0.714
2013	145	Ajaccio	0.286
2013	123	Bastia	0.5
2013	125	Evian	0.5
2013	131	Lyon	0.316
2013	142	PSG	0.684
2013	124	Marseille	0.478
2013	129	Lille	0.522
2013	137	Nantes	0.688
2013	144	Valenciennes	0.313
2013	133	Monaco	0.684
2013	139	Nice	0.316
2013	141	Reims	0.611
2013	143	Sochaux	0.389
2013	134	Lorient	0.435
2013	135	Montpellier	0.565
2013	123	Bastia	0.833
2013	145	Ajaccio	0.167
2013	128	St Etienne	0.833
2013	132	Rennes	0.167
2013	127	Guingamp	0.438
2013	136	Bordeaux	0.563
2013	125	Evian	0.37
2013	142	PSG	0.63
2013	131	Lyon	0.714
2013	140	Toulouse	0.286
2013	124	Marseille	0.643
2013	137	Nantes	0.357
2013	142	PSG	0.857
2013	143	Sochaux	0.143
2013	132	Rennes	0.25
2013	134	Lorient	0.75
2013	127	Guingamp	0.824
2013	144	Valenciennes	0.176
2013	139	Nice	0.462
2013	141	Reims	0.538
2013	129	Lille	0.333
2013	136	Bordeaux	0.667
2013	135	Montpellier	0.429
2013	140	Toulouse	0.571
2013	123	Bastia	0.273
2013	131	Lyon	0.727
2013	133	Monaco	0.957
2013	145	Ajaccio	0.043
2013	128	St Etienne	0.706
2013	135	Montpellier	0.294
2013	132	Rennes	0.417
2013	142	PSG	0.583
2013	127	Guingamp	0.37
2013	133	Monaco	0.63
2013	125	Evian	0.625
2013	141	Reims	0.375
2013	134	Lorient	0.722
2013	145	Ajaccio	0.278
2013	137	Nantes	0.6
2013	140	Toulouse	0.4
2013	139	Nice	0.533
2013	143	Sochaux	0.467
2013	136	Bordeaux	0.786
2013	144	Valenciennes	0.214
2013	123	Bastia	0.227
2013	129	Lille	0.773
2013	124	Marseille	0.375
2013	131	Lyon	0.625
2013	133	Monaco	0.885
2013	144	Valenciennes	0.115
2013	128	St Etienne	0.571
2013	137	Nantes	0.429
2013	141	Reims	0.625
2013	145	Ajaccio	0.375
2013	132	Rennes	0.733
2013	143	Sochaux	0.267
2013	125	Evian	0.286
2013	139	Nice	0.714
2013	127	Guingamp	0.353
2013	140	Toulouse	0.647
2013	123	Bastia	0.429
2013	135	Montpellier	0.571
2013	124	Marseille	0.583
2013	136	Bordeaux	0.417
2013	131	Lyon	0.5
2013	134	Lorient	0.5
2013	129	Lille	0.292
2013	142	PSG	0.708
2013	125	Evian	0.348
2013	128	St Etienne	0.652
2013	133	Monaco	0.529
2013	135	Montpellier	0.471
2013	142	PSG	0.792
2013	145	Ajaccio	0.208
2013	136	Bordeaux	0.5
2013	140	Toulouse	0.5
2013	132	Rennes	0.643
2013	139	Nice	0.357
2013	131	Lyon	0.72
2013	143	Sochaux	0.28
2013	123	Bastia	0.667
2013	144	Valenciennes	0.333
2013	127	Guingamp	0.571
2013	128	St Etienne	0.429
2013	134	Lorient	0.524
2013	137	Nantes	0.476
2013	124	Marseille	0.391
2013	125	Evian	0.609
2013	129	Lille	0.72
2013	141	Reims	0.28
2013	128	St Etienne	0.4
2013	129	Lille	0.6
2013	127	Guingamp	0.682
2013	134	Lorient	0.318
2013	135	Montpellier	0.75
2013	143	Sochaux	0.25
2013	123	Bastia	0.364
2013	136	Bordeaux	0.636
2013	139	Nice	0.522
2013	145	Ajaccio	0.478
2013	125	Evian	0.5
2013	132	Rennes	0.5
2013	131	Lyon	0.609
2013	141	Reims	0.391
2013	133	Monaco	0.583
2013	140	Toulouse	0.417
2013	137	Nantes	0.238
2013	142	PSG	0.762
2013	129	Lille	0.808
2013	132	Rennes	0.192
2013	127	Guingamp	0.417
2013	142	PSG	0.583
2013	143	Sochaux	0.583
2013	145	Ajaccio	0.417
2013	137	Nantes	0.583
2013	141	Reims	0.417
2013	135	Montpellier	0.852
2013	139	Nice	0.148
2013	134	Lorient	0.55
2013	144	Valenciennes	0.45
2013	125	Evian	0.4
2013	131	Lyon	0.6
2013	128	St Etienne	0.4
2013	136	Bordeaux	0.6
2013	124	Marseille	0.407
2013	133	Monaco	0.593
2013	124	Marseille	0.6
2013	144	Valenciennes	0.4
2013	136	Bordeaux	0.16
2013	142	PSG	0.84
2013	133	Monaco	0.5
2013	134	Lorient	0.5
2013	137	Nantes	0.737
2013	143	Sochaux	0.263
2013	135	Montpellier	0.679
2013	141	Reims	0.321
2013	128	St Etienne	0.632
2013	144	Valenciennes	0.368
2013	123	Bastia	0.524
2013	127	Guingamp	0.476
2013	125	Evian	0.727
2013	145	Ajaccio	0.273
2013	129	Lille	0.722
2013	139	Nice	0.278
2013	131	Lyon	0.786
2013	132	Rennes	0.214
2013	124	Marseille	0.714
2013	140	Toulouse	0.286
2013	128	St Etienne	0.692
2013	140	Toulouse	0.308
2013	123	Bastia	0.125
2013	124	Marseille	0.875
2013	129	Lille	0.84
2013	143	Sochaux	0.16
2013	125	Evian	0.316
2013	135	Montpellier	0.684
2013	139	Nice	0.313
2013	144	Valenciennes	0.688
2013	132	Rennes	0.7
2013	145	Ajaccio	0.3
2013	127	Guingamp	0.69
2013	141	Reims	0.31
2013	131	Lyon	0.6
2013	137	Nantes	0.4
2013	133	Monaco	0.552
2013	142	PSG	0.448
2013	123	Bastia	0.357
2013	140	Toulouse	0.643
2013	142	PSG	0.679
2013	144	Valenciennes	0.321
2013	123	Bastia	0.368
2013	133	Monaco	0.632
2013	132	Rennes	0.273
2013	135	Montpellier	0.727
2013	136	Bordeaux	0.667
2013	141	Reims	0.333
2013	127	Guingamp	0.536
2013	143	Sochaux	0.464
2013	134	Lorient	0.286
2013	140	Toulouse	0.714
2013	137	Nantes	0.579
2013	139	Nice	0.421
2013	131	Lyon	0.773
2013	145	Ajaccio	0.227
2013	125	Evian	0.375
2013	129	Lille	0.625
2013	124	Marseille	0.364
2013	128	St Etienne	0.636
2013	133	Monaco	0.75
2013	141	Reims	0.25
2013	124	Marseille	0.545
2013	134	Lorient	0.455
2013	135	Montpellier	0.81
2013	145	Ajaccio	0.19
2013	123	Bastia	0.444
2013	128	St Etienne	0.556
2013	143	Sochaux	0.077
2013	144	Valenciennes	0.923
2013	127	Guingamp	0.952
2013	139	Nice	0.048
2013	125	Evian	0.222
2013	136	Bordeaux	0.778
2013	140	Toulouse	0.227
2013	142	PSG	0.773
2013	132	Rennes	0.706
2013	137	Nantes	0.294
2013	129	Lille	0.64
2013	131	Lyon	0.36
2013	134	Lorient	0.368
2013	136	Bordeaux	0.632
2013	125	Evian	0.308
2013	137	Nantes	0.692
2013	128	St Etienne	0.524
2013	133	Monaco	0.476
2013	127	Guingamp	0.667
2013	132	Rennes	0.333
2013	123	Bastia	0.333
2013	134	Lorient	0.667
2013	139	Nice	0.375
2013	140	Toulouse	0.625
2013	141	Reims	0.5
2013	144	Valenciennes	0.5
2013	136	Bordeaux	0.739
2013	143	Sochaux	0.261
2013	129	Lille	0.733
2013	145	Ajaccio	0.267
2013	131	Lyon	0.769
2013	135	Montpellier	0.231
2013	124	Marseille	0.542
2013	142	PSG	0.458
2013	124	Marseille	0.773
2013	139	Nice	0.227
2013	123	Bastia	0.429
2013	142	PSG	0.571
2013	125	Evian	0.167
2013	127	Guingamp	0.833
2013	137	Nantes	0.769
2013	145	Ajaccio	0.231
2013	132	Rennes	0.368
2013	144	Valenciennes	0.632
2013	133	Monaco	0.714
2013	143	Sochaux	0.286
2013	140	Toulouse	0.462
2013	141	Reims	0.538
2013	129	Lille	0.76
2013	135	Montpellier	0.24
2013	128	St Etienne	0.455
2013	134	Lorient	0.545
2013	131	Lyon	0.6
2013	136	Bordeaux	0.4
2013	124	Marseille	0.636
2013	141	Reims	0.364
2013	129	Lille	0.474
2013	137	Nantes	0.526
2013	123	Bastia	0.267
2013	139	Nice	0.733
2013	127	Guingamp	0.824
2013	145	Ajaccio	0.176
2013	132	Rennes	0.667
2013	140	Toulouse	0.333
2013	134	Lorient	0.636
2013	143	Sochaux	0.364
2013	125	Evian	0.4
2013	144	Valenciennes	0.6
2013	135	Montpellier	0.545
2013	136	Bordeaux	0.455
2013	131	Lyon	0.593
2013	133	Monaco	0.407
2013	128	St Etienne	0.483
2013	142	PSG	0.517
2013	134	Lorient	0.375
2013	142	PSG	0.625
2013	124	Marseille	0.731
2013	132	Rennes	0.269
2013	136	Bordeaux	0.667
2013	139	Nice	0.333
2013	135	Montpellier	0.476
2013	137	Nantes	0.524
2013	144	Valenciennes	0.733
2013	145	Ajaccio	0.267
2013	123	Bastia	0.467
2013	141	Reims	0.533
2013	125	Evian	0.353
2013	140	Toulouse	0.647
2013	128	St Etienne	0.7
2013	143	Sochaux	0.3
2013	127	Guingamp	0.545
2013	131	Lyon	0.455
2013	129	Lille	0.571
2013	133	Monaco	0.429
2013	139	Nice	0.36
2013	142	PSG	0.64
2013	124	Marseille	0.75
2013	143	Sochaux	0.25
2013	125	Evian	0.542
2013	133	Monaco	0.458
2013	135	Montpellier	0.9
2013	144	Valenciennes	0.1
2013	140	Toulouse	0.556
2013	145	Ajaccio	0.444
2013	136	Bordeaux	0.556
2013	137	Nantes	0.444
2013	134	Lorient	0.4
2013	141	Reims	0.6
2013	123	Bastia	0.579
2013	132	Rennes	0.421
2013	127	Guingamp	0.393
2013	129	Lille	0.607
2013	128	St Etienne	0.25
2013	131	Lyon	0.75
2013	124	Marseille	0.938
2013	145	Ajaccio	0.063
2013	141	Reims	0.5
2013	142	PSG	0.5
2013	129	Lille	0.684
2013	140	Toulouse	0.316
2013	132	Rennes	0.176
2013	136	Bordeaux	0.824
2013	127	Guingamp	0.686
2013	135	Montpellier	0.314
2013	125	Evian	0.615
2013	134	Lorient	0.385
2013	123	Bastia	0.4
2013	143	Sochaux	0.6
2013	128	St Etienne	0.737
2013	139	Nice	0.263
2013	131	Lyon	0.563
2013	144	Valenciennes	0.438
2013	133	Monaco	0.5
2013	137	Nantes	0.5
2013	124	Marseille	0.667
2013	135	Montpellier	0.333
2013	129	Lille	0.722
2013	144	Valenciennes	0.278
2013	134	Lorient	0.5
2013	139	Nice	0.5
2013	132	Rennes	0.294
2013	133	Monaco	0.706
2013	123	Bastia	0.3
2013	125	Evian	0.7
2013	136	Bordeaux	0.778
2013	145	Ajaccio	0.222
2013	140	Toulouse	0.385
2013	143	Sochaux	0.615
2013	127	Guingamp	0.3
2013	137	Nantes	0.7
2013	128	St Etienne	0.826
2013	141	Reims	0.174
2013	131	Lyon	0.421
2013	142	PSG	0.579
2013	133	Monaco	0.545
2013	139	Nice	0.455
2013	127	Guingamp	0.444
2013	136	Bordeaux	0.556
2013	134	Lorient	0.455
2013	135	Montpellier	0.545
2013	123	Bastia	0.5
2013	145	Ajaccio	0.5
2013	137	Nantes	0.364
2013	144	Valenciennes	0.636
2013	141	Reims	0.941
2013	143	Sochaux	0.059
2013	124	Marseille	0.643
2013	129	Lille	0.357
2013	125	Evian	0.174
2013	142	PSG	0.826
2013	131	Lyon	0.421
2013	140	Toulouse	0.579
2013	124	Marseille	0.615
2013	137	Nantes	0.385
2013	133	Monaco	0.824
2013	145	Ajaccio	0.176
2013	132	Rennes	0.35
2013	134	Lorient	0.65
2013	135	Montpellier	0.556
2013	140	Toulouse	0.444
2013	127	Guingamp	0.583
2013	144	Valenciennes	0.417
2013	139	Nice	0.625
2013	141	Reims	0.375
2013	125	Evian	0.292
2013	128	St Etienne	0.708
2013	142	PSG	0.727
2013	143	Sochaux	0.273
2013	123	Bastia	0.105
2013	131	Lyon	0.895
2013	129	Lille	0.64
2013	136	Bordeaux	0.36
2013	123	Bastia	0.313
2013	129	Lille	0.688
2013	128	St Etienne	0.5
2013	135	Montpellier	0.5
2013	134	Lorient	0.75
2013	145	Ajaccio	0.25
2013	137	Nantes	0.294
2013	140	Toulouse	0.706
2013	136	Bordeaux	0.52
2013	144	Valenciennes	0.48
2013	125	Evian	0.409
2013	141	Reims	0.591
2013	139	Nice	0.6
2013	143	Sochaux	0.4
2013	124	Marseille	0.522
2013	131	Lyon	0.478
2013	127	Guingamp	0.2
2013	133	Monaco	0.8
2013	132	Rennes	0.167
2013	142	PSG	0.833
2013	132	Rennes	0.529
2013	143	Sochaux	0.471
2013	141	Reims	0.722
2013	145	Ajaccio	0.278
2013	128	St Etienne	0.333
2013	137	Nantes	0.667
2013	133	Monaco	0.6
2013	144	Valenciennes	0.4
2013	127	Guingamp	0.333
2013	140	Toulouse	0.667
2013	129	Lille	0.69
2013	142	PSG	0.31
2013	131	Lyon	0.667
2013	134	Lorient	0.333
2013	125	Evian	0.636
2013	139	Nice	0.364
2013	124	Marseille	0.294
2013	136	Bordeaux	0.706
2013	123	Bastia	0.2
2013	135	Montpellier	0.8
2013	131	Lyon	0.55
2013	139	Nice	0.45
2013	128	St Etienne	0.7
2013	145	Ajaccio	0.3
2013	133	Monaco	0.556
2013	136	Bordeaux	0.444
2013	135	Montpellier	0.484
2013	142	PSG	0.516
2013	129	Lille	0.583
2013	134	Lorient	0.417
2013	140	Toulouse	0.36
2013	144	Valenciennes	0.64
2013	123	Bastia	0.308
2013	137	Nantes	0.692
2013	124	Marseille	0.69
2013	127	Guingamp	0.31
2013	125	Evian	0.4
2013	143	Sochaux	0.6
2013	132	Rennes	0.417
2013	141	Reims	0.583
