x	y	head	predict
94.700000	35.900000	0.000000	0.146772
85.200000	51.500000	0.000000	0.103322
90.000000	51.100000	0.000000	0.123251
89.200000	28.500000	0.000000	0.120871
78.500000	39.800000	0.000000	0.080728
90.700000	30.500000	0.000000	0.127517
77.000000	29.800000	0.000000	0.076579
90.700000	47.700000	1.000000	0.109489
89.800000	47.900000	0.000000	0.122525
75.400000	60.100000	0.000000	0.071056
72.600000	35.200000	0.000000	0.064497
87.600000	73.700000	0.000000	0.111827
82.200000	47.000000	0.000000	0.092554
90.900000	39.600000	1.000000	0.110682
88.500000	49.100000	1.000000	0.100861
86.700000	45.300000	0.000000	0.109508
67.700000	48.300000	0.000000	0.052971
88.000000	66.600000	0.000000	0.113826
78.500000	35.500000	0.000000	0.080882
85.300000	44.400000	0.000000	0.104025
68.700000	9.100000	0.000000	0.056078
91.000000	57.300000	1.000000	0.110251
84.900000	32.100000	0.000000	0.103038
91.400000	56.100000	0.000000	0.129379
94.600000	53.000000	1.000000	0.125965
86.300000	35.000000	0.000000	0.108383
75.400000	23.700000	0.000000	0.072223
78.100000	45.000000	0.000000	0.079324
89.200000	40.600000	0.000000	0.120252
88.500000	51.500000	1.000000	0.100756
95.200000	47.700000	0.000000	0.148661
72.600000	62.500000	0.000000	0.063707
84.700000	49.300000	0.000000	0.101517
88.500000	67.800000	0.000000	0.115871
71.200000	64.500000	0.000000	0.060283
96.100000	56.300000	0.000000	0.152899
95.600000	52.600000	1.000000	0.130615
88.400000	30.200000	1.000000	0.101312
70.200000	58.100000	0.000000	0.058149
91.800000	59.600000	1.000000	0.113429
80.800000	36.400000	0.000000	0.088212
19.800000	30.500000	0.000000	0.007710
91.600000	47.400000	0.000000	0.130790
87.300000	62.600000	0.000000	0.111127
88.200000	57.700000	0.000000	0.115100
96.600000	31.500000	0.000000	0.157176
79.600000	41.800000	0.000000	0.084097
79.300000	31.300000	0.000000	0.083532
84.700000	47.200000	0.000000	0.101610
89.500000	42.700000	0.000000	0.121464
72.500000	47.400000	0.000000	0.063895
86.900000	26.600000	0.000000	0.111206
76.600000	41.500000	0.000000	0.075024
84.200000	48.900000	0.000000	0.099663
95.400000	45.800000	1.000000	0.130048
72.900000	64.700000	0.000000	0.064388
89.800000	38.800000	0.000000	0.122998
87.600000	56.400000	0.000000	0.112658
78.900000	62.500000	0.000000	0.081145
71.000000	48.000000	0.000000	0.060264
73.600000	73.900000	0.000000	0.065882
88.600000	42.100000	0.000000	0.117575
78.400000	24.000000	0.000000	0.080986
87.600000	59.200000	1.000000	0.097105
76.200000	34.800000	0.000000	0.074105
87.400000	34.200000	0.000000	0.112900
91.800000	58.300000	0.000000	0.131134
86.100000	36.300000	0.000000	0.107525
74.400000	48.800000	0.000000	0.068720
72.000000	50.400000	0.000000	0.062584
87.000000	26.300000	0.000000	0.111630
89.900000	53.600000	1.000000	0.106032
78.400000	63.700000	0.000000	0.079573
70.500000	41.700000	0.000000	0.059272
74.300000	49.100000	0.000000	0.068446
96.600000	32.100000	0.000000	0.157138
80.700000	50.200000	0.000000	0.087347
66.200000	30.700000	0.000000	0.050346
85.400000	71.500000	0.000000	0.103196
89.500000	62.700000	1.000000	0.104064
87.600000	56.600000	0.000000	0.112648
94.600000	43.400000	0.000000	0.145803
90.100000	48.500000	0.000000	0.123835
90.700000	52.300000	1.000000	0.109273
76.100000	32.400000	0.000000	0.073901
84.400000	39.300000	0.000000	0.100827
89.000000	38.800000	0.000000	0.119471
87.300000	74.500000	0.000000	0.110561
78.500000	34.400000	0.000000	0.080921
72.600000	57.900000	0.000000	0.063840
86.000000	26.800000	0.000000	0.107568
90.000000	48.700000	1.000000	0.106650
88.200000	60.200000	0.000000	0.114977
93.300000	45.300000	1.000000	0.120553
72.100000	58.700000	0.000000	0.062592
71.000000	42.000000	0.000000	0.060428
86.300000	31.000000	0.000000	0.108569
71.700000	58.300000	0.000000	0.061638
87.300000	54.200000	0.000000	0.111527
88.200000	48.300000	1.000000	0.099775
91.400000	39.100000	1.000000	0.112760
80.400000	39.100000	0.000000	0.086786
96.600000	60.800000	1.000000	0.134924
79.500000	59.000000	0.000000	0.083145
89.500000	47.400000	1.000000	0.104753
74.600000	52.900000	0.000000	0.069124
84.700000	73.400000	0.000000	0.100463
75.500000	37.400000	0.000000	0.072058
90.800000	39.600000	0.000000	0.127489
81.600000	46.900000	0.000000	0.090494
80.400000	51.700000	0.000000	0.086306
95.800000	52.900000	0.000000	0.151509
95.900000	51.300000	0.000000	0.152141
73.800000	65.300000	0.000000	0.066651
78.100000	40.600000	0.000000	0.079480
76.200000	56.900000	0.000000	0.073377
79.400000	49.300000	0.000000	0.083186
71.700000	43.900000	0.000000	0.062041
81.500000	66.800000	0.000000	0.089370
73.300000	49.800000	0.000000	0.065833
87.900000	63.700000	0.000000	0.113550
77.200000	61.400000	0.000000	0.076089
88.600000	44.700000	1.000000	0.101430
76.100000	63.100000	0.000000	0.072894
92.100000	48.300000	1.000000	0.115238
69.700000	75.200000	0.000000	0.056585
81.300000	62.300000	0.000000	0.088874
92.900000	49.900000	1.000000	0.118576
73.000000	51.300000	0.000000	0.065030
94.500000	69.900000	0.000000	0.143710
91.900000	69.800000	0.000000	0.130974
77.400000	36.300000	0.000000	0.077534
72.000000	60.200000	0.000000	0.062307
96.000000	40.800000	0.000000	0.153331
75.900000	48.200000	0.000000	0.072820
80.300000	69.800000	0.000000	0.085297
91.700000	56.100000	1.000000	0.113183
91.700000	50.700000	0.000000	0.131080
92.000000	56.300000	0.000000	0.132191
90.000000	32.100000	0.000000	0.124244
74.300000	51.000000	0.000000	0.068388
74.100000	34.200000	0.000000	0.068376
88.700000	38.200000	0.000000	0.118201
82.300000	42.300000	0.000000	0.093094
84.600000	35.600000	0.000000	0.101742
76.300000	52.100000	0.000000	0.073817
72.000000	66.600000	0.000000	0.062127
75.900000	61.400000	0.000000	0.072392
92.900000	45.000000	1.000000	0.118824
79.700000	25.900000	0.000000	0.085011
91.700000	44.700000	0.000000	0.131410
84.500000	57.900000	0.000000	0.100390
80.800000	56.000000	0.000000	0.087455
75.800000	57.700000	0.000000	0.072234
83.600000	57.500000	0.000000	0.097092
90.000000	62.800000	1.000000	0.106004
75.300000	63.400000	0.000000	0.070678
82.000000	34.700000	0.000000	0.092357
90.000000	57.100000	1.000000	0.106265
88.400000	29.000000	0.000000	0.117371
81.300000	45.300000	0.000000	0.089540
83.500000	42.000000	0.000000	0.097385
89.200000	30.400000	0.000000	0.120773
74.400000	35.200000	0.000000	0.069140
90.700000	44.400000	1.000000	0.109644
74.000000	39.800000	0.000000	0.067942
89.300000	42.700000	0.000000	0.120583
71.300000	58.700000	0.000000	0.060677
85.200000	44.500000	0.000000	0.103635
81.000000	64.500000	0.000000	0.087789
75.300000	72.900000	0.000000	0.070378
88.200000	45.600000	1.000000	0.099892
87.700000	71.200000	0.000000	0.112358
88.600000	45.200000	0.000000	0.117420
77.100000	27.100000	0.000000	0.076965
75.400000	34.500000	0.000000	0.071875
89.200000	73.900000	0.000000	0.118564
67.800000	47.200000	0.000000	0.053206
80.700000	59.000000	0.000000	0.087010
85.700000	70.200000	0.000000	0.104409
93.000000	56.900000	0.000000	0.136977
80.300000	73.400000	0.000000	0.085161
80.800000	61.800000	0.000000	0.087232
85.300000	78.000000	0.000000	0.102525
93.500000	56.000000	1.000000	0.120884
71.000000	51.700000	0.000000	0.060164
92.600000	48.700000	1.000000	0.117345
84.900000	67.400000	0.000000	0.101476
70.200000	49.500000	0.000000	0.058377
96.100000	55.300000	1.000000	0.132832
87.500000	53.900000	0.000000	0.112365
79.700000	22.600000	0.000000	0.085135
92.000000	19.000000	0.000000	0.134267
66.200000	65.500000	0.000000	0.049550
96.300000	44.500000	1.000000	0.134393
87.900000	49.400000	1.000000	0.098618
88.300000	29.900000	0.000000	0.116899
84.100000	48.500000	1.000000	0.085527
67.400000	4.200000	0.000000	0.053417
94.500000	52.100000	1.000000	0.125558
69.100000	33.200000	0.000000	0.056340
84.900000	45.400000	1.000000	0.088273
81.500000	46.900000	0.000000	0.090154
87.000000	61.200000	0.000000	0.109972
91.900000	28.800000	0.000000	0.133240
88.000000	35.900000	1.000000	0.099568
88.800000	38.800000	0.000000	0.118603
84.900000	62.300000	1.000000	0.087619
88.200000	56.600000	1.000000	0.099416
91.500000	65.000000	1.000000	0.111928
87.900000	29.000000	0.000000	0.115245
74.600000	38.200000	0.000000	0.069581
88.500000	56.100000	0.000000	0.116450
75.200000	47.100000	0.000000	0.070923
70.400000	72.600000	0.000000	0.058220
96.200000	31.800000	0.000000	0.154976
79.300000	59.600000	0.000000	0.082494
81.500000	49.000000	0.000000	0.090071
96.300000	41.500000	0.000000	0.154906
75.400000	37.900000	0.000000	0.071765
80.500000	48.300000	0.000000	0.086762
82.500000	28.500000	0.000000	0.094362
89.600000	53.100000	1.000000	0.104884
67.700000	42.900000	0.000000	0.053102
76.200000	19.600000	0.000000	0.074609
91.600000	32.400000	0.000000	0.131614
87.800000	41.000000	0.000000	0.114237
90.400000	60.700000	1.000000	0.107681
89.800000	23.400000	0.000000	0.123801
81.200000	35.300000	0.000000	0.089595
93.300000	65.800000	1.000000	0.119509
89.300000	73.100000	0.000000	0.119038
91.200000	53.800000	1.000000	0.111232
88.900000	33.000000	0.000000	0.119329
80.300000	35.200000	0.000000	0.086607
87.200000	89.900000	0.000000	0.109429
89.300000	46.000000	0.000000	0.120415
86.900000	28.000000	0.000000	0.111139
69.900000	55.700000	0.000000	0.057536
77.000000	35.300000	0.000000	0.076392
80.400000	30.900000	0.000000	0.087100
93.600000	49.300000	0.000000	0.140380
70.400000	58.200000	0.000000	0.058602
84.500000	30.100000	0.000000	0.101606
77.300000	67.500000	0.000000	0.076173
70.400000	57.100000	0.000000	0.058631
86.600000	69.500000	0.000000	0.107976
71.900000	34.000000	0.000000	0.062805
79.600000	48.500000	0.000000	0.083849
90.000000	80.600000	0.000000	0.121723
89.700000	71.500000	0.000000	0.120867
72.500000	48.700000	0.000000	0.063858
92.900000	47.600000	0.000000	0.137018
87.600000	57.900000	0.000000	0.112585
79.500000	58.200000	0.000000	0.083174
93.100000	29.800000	0.000000	0.139023
88.200000	57.200000	0.000000	0.115125
70.200000	40.400000	0.000000	0.058618
92.300000	56.600000	1.000000	0.115675
95.000000	60.700000	0.000000	0.146830
95.300000	48.000000	1.000000	0.129461
97.700000	50.200000	0.000000	0.162074
84.900000	35.300000	0.000000	0.102896
71.100000	63.900000	0.000000	0.060065
96.100000	67.100000	0.000000	0.152226
72.200000	50.100000	0.000000	0.063079
95.700000	58.300000	1.000000	0.130773
86.700000	62.200000	0.000000	0.108716
89.600000	29.900000	0.000000	0.122568
81.400000	49.100000	0.000000	0.089728
91.500000	50.500000	1.000000	0.112624
90.000000	32.800000	0.000000	0.124208
96.400000	51.200000	0.000000	0.154836
91.100000	41.100000	1.000000	0.111428
95.400000	56.300000	0.000000	0.149185
94.900000	53.000000	1.000000	0.127338
90.900000	55.000000	1.000000	0.109954
66.700000	25.300000	0.000000	0.051472
86.700000	66.900000	0.000000	0.108497
83.900000	38.200000	0.000000	0.099013
91.300000	50.500000	1.000000	0.111800
85.800000	54.000000	0.000000	0.105532
87.600000	65.500000	0.000000	0.112220
92.200000	54.400000	0.000000	0.133249
84.500000	54.600000	0.000000	0.100533
96.000000	55.300000	0.000000	0.152426
93.600000	46.000000	0.000000	0.140573
95.300000	50.100000	1.000000	0.129347
77.500000	31.400000	0.000000	0.078000
69.900000	51.300000	0.000000	0.057651
78.400000	31.600000	0.000000	0.080714
92.200000	53.000000	1.000000	0.115429
90.900000	42.900000	0.000000	0.127773
90.900000	44.100000	1.000000	0.110469
91.000000	49.800000	1.000000	0.110606
89.300000	33.600000	0.000000	0.121049
86.500000	61.400000	0.000000	0.107954
93.500000	51.800000	0.000000	0.139737
87.000000	71.900000	0.000000	0.109468
78.400000	25.000000	0.000000	0.080950
86.900000	58.200000	1.000000	0.094636
94.100000	59.000000	1.000000	0.123391
75.000000	69.300000	0.000000	0.069683
83.900000	26.900000	0.000000	0.099500
86.500000	35.800000	0.000000	0.109148
95.300000	29.100000	0.000000	0.150327
95.000000	46.800000	0.000000	0.147671
93.700000	33.600000	0.000000	0.141799
80.100000	52.000000	0.000000	0.085320
85.500000	76.700000	0.000000	0.103347
92.500000	49.800000	1.000000	0.116862
78.200000	53.300000	0.000000	0.079335
93.000000	35.700000	0.000000	0.138189
77.500000	69.600000	0.000000	0.076686
87.300000	43.900000	0.000000	0.112020
74.400000	50.900000	0.000000	0.068655
93.400000	66.400000	0.000000	0.138399
70.800000	72.900000	0.000000	0.059126
82.900000	52.200000	0.000000	0.094801
79.200000	76.600000	0.000000	0.081565
70.200000	46.800000	0.000000	0.058448
72.100000	40.800000	0.000000	0.063100
73.400000	68.000000	0.000000	0.065549
83.100000	78.700000	0.000000	0.094416
75.600000	66.000000	0.000000	0.071415
93.700000	35.900000	1.000000	0.122806
74.300000	45.000000	0.000000	0.068572
97.000000	40.400000	0.000000	0.158808
96.000000	46.600000	1.000000	0.132839
71.000000	46.300000	0.000000	0.060311
83.100000	47.400000	0.000000	0.095714
88.600000	55.800000	0.000000	0.116891
93.300000	55.500000	1.000000	0.120032
86.600000	55.900000	0.000000	0.108609
71.300000	47.700000	0.000000	0.060980
90.400000	36.700000	0.000000	0.125813
85.300000	59.600000	0.000000	0.103344
85.700000	48.200000	0.000000	0.105405
86.200000	53.000000	1.000000	0.092392
98.300000	67.400000	0.000000	0.164333
88.000000	29.300000	0.000000	0.115652
71.800000	48.300000	0.000000	0.062159
93.800000	50.700000	1.000000	0.122484
92.400000	27.500000	0.000000	0.135722
71.900000	25.900000	0.000000	0.063035
91.300000	27.000000	0.000000	0.130497
74.300000	26.100000	0.000000	0.069156
72.900000	48.300000	0.000000	0.064866
91.000000	77.500000	0.000000	0.126382
72.500000	65.600000	0.000000	0.063372
85.500000	28.300000	0.000000	0.105529
78.700000	34.500000	0.000000	0.081535
90.400000	72.000000	0.000000	0.123953
86.800000	30.500000	0.000000	0.110612
86.500000	56.300000	0.000000	0.108191
77.900000	66.800000	0.000000	0.077963
87.200000	41.700000	0.000000	0.111714
89.400000	35.300000	0.000000	0.121403
92.200000	53.000000	0.000000	0.133327
74.900000	71.000000	0.000000	0.069362
97.000000	47.400000	0.000000	0.158357
78.300000	55.500000	0.000000	0.079560
96.200000	33.600000	0.000000	0.154863
85.200000	56.700000	0.000000	0.103090
88.000000	44.300000	0.000000	0.114915
79.500000	32.800000	0.000000	0.084113
78.200000	56.700000	0.000000	0.079215
91.300000	41.900000	1.000000	0.112212
85.100000	27.200000	0.000000	0.104026
91.600000	35.500000	0.000000	0.131443
97.300000	32.300000	0.000000	0.161000
92.700000	53.200000	1.000000	0.117549
93.000000	49.700000	0.000000	0.137388
92.400000	63.300000	0.000000	0.133710
96.000000	35.900000	0.000000	0.153638
87.300000	41.700000	0.000000	0.112126
91.300000	38.600000	1.000000	0.112371
75.400000	43.500000	0.000000	0.071586
72.000000	61.800000	0.000000	0.062262
71.900000	58.800000	0.000000	0.062105
71.200000	61.700000	0.000000	0.060359
82.200000	43.900000	0.000000	0.092680
82.000000	55.800000	0.000000	0.091508
71.700000	66.100000	0.000000	0.061421
87.200000	60.000000	0.000000	0.110842
87.500000	47.200000	1.000000	0.097249
89.000000	37.100000	0.000000	0.119557
93.200000	55.300000	1.000000	0.119606
89.600000	51.500000	1.000000	0.104956
