start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
2015	9439	124	131	131	Lyon	Mathieu	Valbuena	0	81.5	44.0	72.0308602598	19.4486503388	0	0	0	0	0	0	0	0.0915361961962
2015	9439	124	131	131	Lyon	Claudio	Beauvue	0	76.0	50.1	90.2387310331	24.0002083324	0	0	0	0	0	0	0	0.0469905111088
2015	9439	124	131	131	Lyon	Claudio	Beauvue	0	75.9	24.8	43.7218072678	34.8690407095	0	0	0	0	0	0	0	0.00834270121247
2015	9439	124	131	131	Lyon	Claudio	Beauvue	0	85.6	29.9	35.6184898393	24.7258973548	0	0	0	0	0	0	0	0.0405784754135
2015	9439	124	131	131	Lyon	Corentin	Tolisso	0	90.5	38.0	38.3674853849	15.305227865	0	1	1	0	0	0	0	0.0938947822834
2015	9439	124	131	131	Lyon	Sergi	Darder	0	89.2	62.6	139.398705355	16.5951800231	0	0	0	0	0	0	0	0.142714122291
2015	9439	124	131	131	Lyon	Henri	Bedimo	0	64.7	46.2	83.8558428156	35.5039434429	0	1	1	0	0	0	0	0.0042241929467
2015	9439	124	131	131	Lyon	Mathieu	Valbuena	0	86.3	45.8	72.9560660637	14.3293405291	0	0	0	0	0	0	0	0.185952091069
2015	9439	124	131	131	Lyon	Alexandre	Lacazette	0	85.5	45.8	73.8460671509	15.0960259671	0	0	0	0	0	1	0	0.168204749519
2015	9439	124	131	131	Lyon	Christophe	Jallet	0	89.5	42.1	53.0428942335	13.1400152207	0	0	0	0	0	0	0	0.214133306295
2015	9439	124	131	131	Lyon	Mathieu	Valbuena	0	88.9	72.2	153.434948823	24.8203545502	0	1	0	0	0	0	0	0.0432170240054
2015	9439	124	131	124	Marseille	Karim	Rekik	1	92.6	48.9	81.5449723228	7.48131004571	1	1	1	0	0	0	0	0.116704940526
2015	9439	124	131	124	Marseille	Georges-Kévin	Nkoudou Mbida	0	84.6	56.0	111.286405114	16.5275527529	0	0	0	0	0	1	0	0.141679092826
2015	9439	124	131	124	Marseille	Michy	Batshuayi	0	89.0	55.5	116.565051177	12.2983738762	0	1	0	0	0	0	0	0.245614130399
2015	9439	124	131	124	Marseille	Abdel	Barrada	0	75.5	45.0	78.4653793464	25.0049995001	0	0	0	0	0	0	0	0.039991240451
2015	9439	124	131	124	Marseille	Georges-Kévin	Nkoudou Mbida	0	71.4	60.4	109.983106522	30.4322197679	0	0	0	0	0	0	0	0.0175723033955
2015	9439	124	131	124	Marseille	Lucas Silva	Borges	0	78.6	45.6	78.3814756472	21.8476543363	0	0	0	0	0	0	0	0.0645296052073
2015	9439	124	131	124	Marseille	Michy	Batshuayi	0	91.2	65.5	150.414605499	17.8238604124	0	0	0	0	0	0	0	0.121141782444
2015	9439	124	131	124	Marseille	Lucas Silva	Borges	0	77.9	62.4	119.296171688	25.341073379	0	0	0	0	0	0	0	0.0390171118949
2015	9439	124	131	124	Marseille	Romain	Alessandrini	0	92.9	35.9	26.727361733	15.7867032657	0	0	0	0	0	0	0	0.149176158457
2015	9439	124	131	124	Marseille	Michy	Batshuayi	0	89.0	38.3	43.233729514	16.0589538887	1	1	0	0	0	0	0	0.0567945851673
2015	9439	124	131	124	Marseille	Romain	Alessandrini	0	84.4	27.0	34.1475091397	27.7913655656	0	0	0	0	0	0	0	0.0252381098464
2015	9439	124	131	124	Marseille	Georges-Kévin	Nkoudou Mbida	0	74.7	57.1	105.675841164	26.2773666869	0	0	0	0	0	0	0	0.0334758092517
2015	9439	124	131	124	Marseille	Michy	Batshuayi	0	75.5	56.9	105.728953079	25.4530941145	0	0	0	0	0	0	0	0.0380097395356
2015	9439	124	131	124	Marseille	Georges-Kévin	Nkoudou Mbida	0	88.0	68.0	146.309932474	21.6333076528	0	0	0	0	0	0	0	0.0695856449883
