start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
2015	10145	128	139	139	Nice	Vincent	Koziello	1	91.9	49.3	85.0607844579	8.13019064967	0	1	0	0	0	0	0	0.382758838334
2015	10145	128	139	139	Nice	Hatem	Ben Arfa	0	78.4	34.2	53.8152210232	26.761913235	0	0	1	0	0	0	0	0.0165173438629
2015	10145	128	139	139	Nice	Hatem	Ben Arfa	0	86.6	43.0	62.4179707922	15.1182009512	0	0	0	0	0	0	0	0.166617979961
2015	10145	128	139	139	Nice	Hatem	Ben Arfa	1	89.4	66.5	147.282327581	19.611476232	0	1	0	0	0	0	0	0.0936892447105
2015	10145	128	139	139	Nice	Hatem	Ben Arfa	1	91.3	34.4	29.1480718457	17.8619707759	0	0	0	0	0	0	0	0.111951681415
2015	10145	128	139	139	Nice	Jean	Seri	1	83.0	55.8	108.838433558	17.9621824955	0	0	0	0	0	0	0	0.115854340749
2015	10145	128	139	139	Nice	Nampalys	Mendy	0	68.5	46.6	83.8395434664	31.6829607202	0	0	0	0	0	0	0	0.0141825548669
2015	10145	128	139	139	Nice	Jérémy	Pied	0	77.0	23.3	40.7423735338	35.2404597019	0	0	0	0	0	0	0	0.00784990935624
2015	10145	128	139	128	St Etienne	Robert	Beric	0	78.4	42.7	71.3266512512	22.8002192972	0	0	0	0	0	0	1	0.0556745932962
2015	10145	128	139	128	St Etienne	Romain	Hamouma	0	91.9	58.9	137.69428429	12.0341181646	0	1	0	0	0	0	0	0.256273714052
2015	10145	128	139	128	St Etienne	Jean-Christophe	Bahebeck	0	94.2	50.3	92.9609361342	5.80775343829	1	1	1	0	0	0	0	0.148197154022
2015	10145	128	139	128	St Etienne	Robert	Beric	0	88.5	28.9	28.5914308458	24.0303974166	0	0	0	0	0	0	0	0.0449247136625
2015	10145	128	139	128	St Etienne	Fabien	Lemoine	0	72.3	53.0	96.1812264556	27.8619812648	0	1	1	0	0	0	0	0.0142961617435
2015	10145	128	139	128	St Etienne	Jean-Christophe	Bahebeck	0	86.7	56.8	117.079670088	14.9375366108	0	0	0	0	0	0	0	0.176038797602
2015	10145	128	139	128	St Etienne	Jean-Christophe	Bahebeck	0	77.3	59.7	113.13763758	24.6856233464	0	0	0	0	0	0	0	0.04296442893
2015	10145	128	139	128	St Etienne	Robert	Beric	0	90.7	54.4	115.31968691	10.2883429181	1	1	0	0	0	0	0	0.137231896341
2015	10145	128	139	128	St Etienne	Loic	Perrin	1	93.0	50.3	92.4540316745	7.00642562224	0	1	1	0	0	0	0	0.288216759045
2015	10145	128	139	128	St Etienne	Loic	Perrin	0	92.2	45.0	57.3390872783	9.26498785752	1	1	1	0	0	0	0	0.0890266357573
2015	10145	128	139	128	St Etienne	Vincent	Pajot	0	92.2	46.6	66.4477363271	8.50881895447	1	1	0	0	0	0	0	0.169705917323
2015	10145	128	139	128	St Etienne	Fabien	Lemoine	0	77.8	33.6	53.5452818953	27.6007246282	0	1	1	0	0	0	0	0.0144731397457
