distance	nb	headed	on_target	goal
7.0	3	1	1	1
8.0	2	2	1	1
9.0	4	2	2	2
10.0	3	1	2	1
11.0	4	4	0	0
12.0	3	2	1	1
13.0	5	3	2	0
14.0	7	3	4	2
15.0	2	1	1	0
16.0	1	1	0	0
17.0	1	0	1	0
18.0	1	0	0	0
19.0	2	0	0	0
20.0	3	0	1	0
21.0	2	0	2	1
22.0	2	1	1	0
23.0	2	0	1	0
24.0	2	0	0	0
25.0	1	0	1	0
26.0	2	0	0	0
27.0	2	0	2	0
28.0	3	0	1	0
29.0	3	0	0	0
31.0	3	0	1	0
32.0	2	0	1	0
33.0	1	0	0	0
35.0	2	0	0	0
