distance	nb	headed	on_target	goal
5.0	1	0	0	0
6.0	2	1	2	1
7.0	2	0	1	0
8.0	5	3	2	0
9.0	6	2	5	2
10.0	3	0	1	0
11.0	3	1	0	0
12.0	14	3	10	8
13.0	3	0	3	3
14.0	2	0	1	1
15.0	4	0	3	1
16.0	6	0	4	1
17.0	4	1	3	0
19.0	3	0	3	0
20.0	5	0	1	0
21.0	2	0	2	0
22.0	1	0	0	0
24.0	1	0	0	0
25.0	4	0	3	1
26.0	2	0	2	0
27.0	4	0	1	1
28.0	2	0	0	0
29.0	2	0	1	0
30.0	1	0	0	0
31.0	2	0	0	0
32.0	1	0	0	0
33.0	5	0	2	0
35.0	1	0	1	0
36.0	1	0	1	0
