"season"	"player_name"	"distance"	"nb"	"headed"	"on_target"	"goal"
2015	"J. Quintero"	26	1	0	0	0
2015	"J. Quintero"	27	3	0	1	0
2015	"J. Quintero"	29	2	0	0	0
2015	"J. Quintero"	32	1	0	0	0
2015	"J. Quintero"	37	1	0	1	0
2015	"J. Romain"	15	1	0	1	1
2015	"J. Romain"	23	1	0	1	1
2015	"J. Romao"	10	1	1	1	0
2015	"J. Romao"	11	1	1	1	1
2015	"J. Romao"	14	1	1	1	0
2015	"J. Romao"	16	1	0	0	0
2015	"J. Romao"	24	1	0	0	0
2015	"J. Romao"	27	1	0	0	0
2015	"J. Romao"	29	1	0	0	0
2015	"J. Roussillon"	10	1	1	0	0
2015	"J. Roussillon"	15	1	0	1	0
2015	"J. Roussillon"	18	1	0	1	1
2015	"J. Roussillon"	21	1	0	0	0
2015	"J. Roussillon"	22	1	0	1	1
2015	"J. Roussillon"	25	1	0	0	0
2015	"J. Roussillon"	29	2	0	0	0
2015	"J. Roussillon"	31	1	0	0	0
2015	"J. Roussillon"	35	1	0	1	0
2015	"J. Roussillon"	36	1	0	0	0
2015	"J. Roussillon"	41	1	0	0	0
2015	"J. Saihi"	18	1	0	1	0
2015	"J. Saihi"	21	2	0	1	0
2015	"J. Saihi"	24	1	0	0	0
2015	"J. Saihi"	28	1	0	0	0
2015	"J. Saihi"	29	1	0	0	0
2015	"J. Seri"	8	1	0	0	0
2015	"J. Seri"	9	2	1	1	0
2015	"J. Seri"	14	3	1	0	0
2015	"J. Seri"	19	1	0	1	1
2015	"J. Seri"	20	1	0	1	0
2015	"J. Seri"	21	2	0	0	0
2015	"J. Seri"	22	1	0	0	0
2015	"J. Seri"	23	1	0	0	0
2015	"J. Seri"	24	2	0	1	0
2015	"J. Seri"	25	3	0	1	0
2015	"J. Seri"	26	4	0	0	0
2015	"J. Seri"	27	3	0	0	0
2015	"J. Seri"	28	1	0	0	0
2015	"J. Seri"	29	4	0	2	0
2015	"J. Seri"	30	2	0	0	0
2015	"J. Seri"	31	1	0	0	0
2015	"J. Seri"	32	1	0	0	0
2015	"J. Seri"	43	1	0	1	0
2015	"J. Sorbon"	7	1	1	0	0
2015	"J. Sorbon"	8	1	0	0	0
2015	"J. Sorbon"	9	1	1	0	0
2015	"J. Sorbon"	12	1	1	0	0
2015	"J. Sorbon"	18	1	0	0	0
2015	"J. Tallo"	7	2	1	0	0
2015	"J. Tallo"	8	1	0	0	0
2015	"J. Tallo"	9	2	1	0	0
2015	"J. Tallo"	10	1	0	0	0
2015	"J. Tallo"	11	2	2	0	0
2015	"J. Tallo"	12	1	0	0	0
2015	"J. Tallo"	13	2	1	0	0
2015	"J. Tallo"	16	6	1	3	0
2015	"J. Tallo"	17	1	0	0	0
2015	"J. Tallo"	18	2	0	1	0
2015	"J. Tallo"	19	1	0	0	0
2015	"J. Tallo"	23	1	0	0	0
2015	"J. Tallo"	25	1	0	1	0
2015	"J. Tallo"	27	2	0	0	0
2015	"J. Tallo"	28	1	0	0	0
2015	"J. Tallo"	29	1	0	1	0
2015	"J. Tallo"	30	1	0	0	0
2015	"J. Tallo"	31	1	0	1	0
2015	"J. Tallo"	32	1	0	0	0
2015	"J. Toulalan"	23	1	0	1	0
2015	"J. Toulalan"	31	1	0	0	0
2015	"J. Toulalan"	32	1	0	0	0
2015	"J. Toulalan"	35	1	0	0	0
2015	"J. Tshibumbu Lungeny"	7	1	0	1	1
2015	"J. Tshibumbu Lungeny"	8	2	2	0	0
2015	"J. Tshibumbu Lungeny"	9	2	1	0	0
2015	"J. Tshibumbu Lungeny"	10	4	3	2	1
2015	"J. Tshibumbu Lungeny"	11	2	1	1	0
2015	"J. Tshibumbu Lungeny"	12	4	2	2	1
2015	"J. Tshibumbu Lungeny"	13	2	1	0	0
2015	"J. Tshibumbu Lungeny"	17	1	0	0	0
2015	"J. Tshibumbu Lungeny"	18	2	1	0	0
2015	"J. Tshibumbu Lungeny"	19	1	0	0	0
2015	"J. Tshibumbu Lungeny"	20	1	0	0	0
2015	"J. Tshibumbu Lungeny"	23	1	0	0	0
2015	"J. Tshibumbu Lungeny"	26	2	0	0	0
2015	"J. Tshibumbu Lungeny"	33	2	0	0	0
2015	"J. Zoua Daogari"	3	1	1	1	1
2015	"J. Zoua Daogari"	7	3	2	1	0
2015	"J. Zoua Daogari"	8	1	1	0	0
2015	"J. Zoua Daogari"	9	2	2	1	0
2015	"J. Zoua Daogari"	11	3	0	2	0
2015	"J. Zoua Daogari"	12	3	1	3	2
2015	"J. Zoua Daogari"	13	1	1	1	0
2015	"J. Zoua Daogari"	14	3	2	2	1
2015	"J. Zoua Daogari"	16	3	0	0	0
2015	"J. Zoua Daogari"	17	2	0	1	0
2015	"J. Zoua Daogari"	19	1	0	0	0
2015	"J. Zoua Daogari"	21	1	0	0	0
2015	"J. Zoua Daogari"	22	1	0	0	0
2015	"J. Zoua Daogari"	23	1	0	1	0
2015	"J. Zoua Daogari"	24	2	0	1	0
2015	"J. Zoua Daogari"	25	2	0	0	0
2015	"J. Zoua Daogari"	26	1	0	1	0
2015	"J. Zoua Daogari"	27	3	0	0	0
2015	"J. Zoua Daogari"	28	2	0	1	0
2015	"J. Zoua Daogari"	29	3	0	1	1
2015	"J. Zoua Daogari"	30	1	0	0	0
2015	"J. Zoua Daogari"	34	1	0	0	0
2015	"J. Zoua Daogari"	36	1	0	0	0
2015	"K. Azamoum"	8	1	0	0	0
2015	"K. Azamoum"	16	1	0	1	1
2015	"K. Azamoum"	19	1	0	1	1
2015	"K. Azamoum"	20	1	0	0	0
2015	"K. Azamoum"	29	3	0	2	0
2015	"K. Azamoum"	33	2	0	1	0
2015	"K. Azamoum"	38	1	0	0	0
2015	"K. Berigaud"	7	1	1	1	1
2015	"K. Berigaud"	10	1	1	0	0
2015	"K. Berigaud"	11	3	0	1	1
2015	"K. Berigaud"	12	1	1	0	0
2015	"K. Berigaud"	13	1	0	0	0
2015	"K. Berigaud"	14	1	1	0	0
2015	"K. Berigaud"	19	1	0	0	0
2015	"K. Berigaud"	21	1	0	1	1
2015	"K. Berigaud"	26	1	0	1	0
2015	"K. Berigaud"	27	1	0	1	0
2015	"K. Berigaud"	28	3	0	1	0
2015	"K. Berigaud"	34	1	0	1	0
2015	"K. Boutaib"	6	3	1	1	0
2015	"K. Boutaib"	9	2	2	0	0
2015	"K. Boutaib"	11	1	1	0	0
2015	"K. Boutaib"	12	3	2	3	1
2015	"K. Boutaib"	13	1	0	1	0
2015	"K. Boutaib"	14	2	1	1	0
2015	"K. Boutaib"	15	6	2	1	1
2015	"K. Boutaib"	16	1	1	1	0
2015	"K. Boutaib"	18	3	0	2	1
2015	"K. Boutaib"	19	1	0	0	0
2015	"K. Boutaib"	20	1	0	0	0
2015	"K. Boutaib"	21	1	1	0	0
2015	"K. Boutaib"	22	5	0	3	1
2015	"K. Boutaib"	23	1	0	0	0
2015	"K. Boutaib"	24	1	0	0	0
2015	"K. Boutaib"	27	1	0	0	0
2015	"K. Boutaib"	29	1	0	0	0
2015	"K. Boutaib"	30	1	0	0	0
2015	"K. Djidji"	12	2	0	0	0
2015	"K. Djidji"	18	1	0	0	0
2015	"K. Grosicki"	9	1	0	1	1
2015	"K. Grosicki"	10	2	0	1	0
2015	"K. Grosicki"	11	1	0	1	1
2015	"K. Grosicki"	14	4	1	2	0
2015	"K. Grosicki"	16	1	0	1	1
2015	"K. Grosicki"	19	2	0	0	0
2015	"K. Grosicki"	20	3	0	2	0
2015	"K. Grosicki"	21	1	0	0	0
2015	"K. Grosicki"	22	2	0	0	0
2015	"K. Grosicki"	23	2	0	0	0
2015	"K. Grosicki"	25	5	0	3	2
2015	"K. Grosicki"	27	1	0	0	0
2015	"K. Grosicki"	28	1	0	0	0
2015	"K. Grosicki"	35	2	0	2	0
2015	"K. Grosicki"	36	1	0	1	0
2015	"K. Grosicki"	37	1	0	1	1
2015	"K. Grosicki"	39	1	0	1	1
2015	"K. Grosicki"	40	1	0	0	0
2015	"K. Malcuit"	18	1	0	0	0
2015	"K. Malcuit"	36	1	0	0	0
2015	"K. Mangane"	10	1	1	0	0
2015	"K. Mangane"	11	1	0	1	1
2015	"K. Mangane"	12	1	1	0	0
2015	"K. Mangane"	13	2	1	0	0
2015	"K. Mangane"	14	2	1	0	0
2015	"K. Mangane"	15	2	0	0	0
2015	"K. Mangane"	16	1	0	0	0
2015	"K. Mangane"	20	1	0	0	0
2015	"K. Mangane"	22	1	0	0	0
2015	"K. Mayi"	7	2	2	2	1
2015	"K. Mayi"	9	1	1	0	0
2015	"K. Mayi"	11	3	1	3	2
2015	"K. Mayi"	12	1	1	0	0
2015	"K. Mayi"	14	1	0	0	0
2015	"K. Mayi"	18	2	0	1	0
2015	"K. Mayi"	20	1	1	0	0
2015	"K. Mayi"	21	1	0	0	0
2015	"K. Mayi"	23	1	0	0	0
2015	"K. Mayi"	24	1	0	0	0
2015	"K. Mayi"	26	2	0	0	0
2015	"K. Mayi"	27	1	0	0	0
2015	"K. Mayi"	28	2	0	1	0
2015	"K. Mayi"	29	1	0	0	0
2015	"K. Mayi"	30	2	0	0	0
2015	"K. Mayi"	31	1	0	0	0
2015	"K. Mayi"	34	1	0	0	0
2015	"K. Mbappe-Lottin"	14	1	0	1	1
2015	"K. Mbappe-Lottin"	28	1	0	0	0
2015	"K. Mbappe-Lottin"	29	1	0	0	0
2015	"K. Monnet-Paquet"	6	1	1	0	0
2015	"K. Monnet-Paquet"	8	2	1	2	1
2015	"K. Monnet-Paquet"	9	1	1	1	0
2015	"K. Monnet-Paquet"	10	2	2	0	0
2015	"K. Monnet-Paquet"	12	2	0	0	0
2015	"K. Monnet-Paquet"	13	1	0	0	0
2015	"K. Monnet-Paquet"	14	1	0	1	0
2015	"K. Monnet-Paquet"	15	1	0	1	0
2015	"K. Monnet-Paquet"	16	1	0	0	0
2015	"K. Monnet-Paquet"	18	4	0	3	0
2015	"K. Monnet-Paquet"	19	3	0	2	0
2015	"K. Monnet-Paquet"	20	2	0	1	0
2015	"K. Monnet-Paquet"	22	2	0	2	0
2015	"K. Monnet-Paquet"	23	1	0	0	0
2015	"K. Monnet-Paquet"	24	2	0	1	0
2015	"K. Monnet-Paquet"	25	1	0	1	1
2015	"K. Monnet-Paquet"	26	3	0	0	0
2015	"K. Monnet-Paquet"	27	3	0	1	0
2015	"K. Monnet-Paquet"	28	2	0	1	0
2015	"K. Monnet-Paquet"	29	1	0	0	0
2015	"K. Monnet-Paquet"	30	2	0	1	0
2015	"K. Monnet-Paquet"	31	1	0	0	0
2015	"K. Monnet-Paquet"	36	1	0	1	0
2015	"K. Rekik"	6	1	1	0	0
2015	"K. Rekik"	7	2	2	2	1
2015	"K. Rekik"	9	1	0	0	0
2015	"K. Rekik"	11	1	1	0	0
2015	"K. Rekik"	16	1	1	0	0
2015	"K. Sigthorsson"	5	1	0	1	1
2015	"K. Sigthorsson"	8	1	0	0	0
2015	"K. Sigthorsson"	10	3	3	1	0
2015	"K. Sigthorsson"	11	1	1	0	0
2015	"K. Sigthorsson"	12	3	1	0	0
2015	"K. Sigthorsson"	13	1	1	0	0
2015	"K. Sigthorsson"	14	3	1	1	1
2015	"K. Sigthorsson"	15	1	1	1	0
2015	"K. Sigthorsson"	17	2	0	2	1
2015	"K. Sigthorsson"	18	2	0	0	0
2015	"K. Sigthorsson"	20	1	0	0	0
2015	"K. Sigthorsson"	21	1	0	1	0
2015	"K. Sigthorsson"	26	1	0	0	0
2015	"K. Sigthorsson"	28	1	0	0	0
2015	"K. Sigthorsson"	29	1	0	0	0
2015	"K. Sigthorsson"	31	1	0	0	0
2015	"K. Sigthorsson"	33	1	0	1	0
2015	"K. Sigthorsson"	35	1	0	0	0
2015	"K. Soni"	36	1	0	0	0
2015	"K. Théophile-Catherine"	7	1	1	0	0
2015	"K. Théophile-Catherine"	30	1	0	0	0
2015	"K. Théophile-Catherine"	32	1	0	0	0
2015	"K. Théophile-Catherine"	34	1	0	0	0
2015	"K. Théophile-Catherine"	40	1	0	0	0
2015	"L. Baal"	18	1	1	0	0
2015	"L. Baal"	25	1	0	0	0
2015	"L. Blas"	8	1	0	1	1
2015	"L. Blas"	17	1	0	0	0
2015	"L. Blas"	25	1	0	1	0
2015	"L. Blas"	28	1	0	0	0
2015	"L. Blas"	29	1	0	0	0
2015	"L. Blas"	30	1	0	1	0
2015	"L. Blas"	33	1	0	0	0
2015	"L. Borges"	8	1	0	0	0
2015	"L. Borges"	22	1	0	0	0
2015	"L. Borges"	24	1	0	0	0
2015	"L. Borges"	25	2	0	1	0
2015	"L. Borges"	26	1	0	0	0
2015	"L. Borges"	28	2	0	0	0
2015	"L. Borges"	29	2	0	0	0
2015	"L. Borges"	30	1	0	0	0
2015	"L. Borges"	32	1	0	0	0
2015	"L. Cana"	15	1	0	0	0
2015	"L. Cana"	18	1	0	0	0
2015	"L. Cana"	23	1	0	0	0
2015	"L. Cana"	25	2	0	0	0
2015	"L. Cana"	31	1	0	0	0
2015	"L. Couibaly"	14	1	0	1	1
2015	"L. Couibaly"	27	2	0	0	0
2015	"L. Couibaly"	31	1	0	0	0
2015	"L. Couibaly"	33	1	0	0	0
2015	"L. Deaux"	14	2	0	1	0
2015	"L. Diarra"	15	1	0	0	0
2015	"L. Diarra"	17	1	0	0	0
2015	"L. Diarra"	24	1	0	1	1
2015	"L. Diarra"	25	1	0	0	0
2015	"L. Diarra"	27	2	0	1	0
2015	"L. Diarra"	29	1	0	0	0
2015	"L. Diarra"	31	1	0	0	0
2015	"L. Dos Santos"	38	1	0	1	0
2015	"L. Dubois"	13	1	0	0	0
2015	"L. Dubois"	27	1	0	0	0
2015	"L. Dubois"	30	1	0	0	0
2015	"L. Dubois"	35	1	0	0	0
2015	"L. Houri"	26	1	0	0	0
2015	"L. Jacobsen"	19	1	0	1	0
2015	"L. Jacobsen"	20	1	0	0	0
2015	"L. Jacobsen"	28	1	0	0	0
2015	"L. Karaboue"	9	1	0	0	0
2015	"L. Karaboue"	15	2	0	1	0
2015	"L. Karaboue"	18	1	0	0	0
2015	"L. Karaboue"	21	1	0	1	0
2015	"L. Karaboue"	22	1	0	1	0
2015	"L. Karaboue"	23	1	0	0	0
2015	"L. Karaboue"	24	1	0	0	0
2015	"L. Karaboue"	25	2	0	0	0
2015	"L. Karaboue"	27	1	0	0	0
2015	"L. Karaboue"	28	2	0	0	0
2015	"L. Karaboue"	29	1	0	0	0
2015	"L. Karaboue"	30	1	0	1	0
2015	"L. Karaboue"	31	1	0	0	0
2015	"L. Karaboue"	33	1	0	0	0
2015	"L. Karaboue"	34	2	0	0	0
2015	"L. Karaboue"	36	2	0	1	0
2015	"L. Karaboue"	40	1	0	0	0
2015	"L. Koné"	6	1	1	1	0
2015	"L. Koné"	9	1	1	0	0
2015	"L. Koné"	10	2	2	1	0
2015	"L. Koné"	11	1	1	0	0
2015	"L. Koné"	13	2	2	1	0
2015	"L. Koné"	17	1	1	0	0
2015	"L. Koné"	23	1	0	0	0
2015	"L. Koné"	25	1	0	0	0
2015	"L. Koné"	26	1	0	1	0
2015	"L. Kurzawa"	1	1	1	1	1
2015	"L. Kurzawa"	3	1	1	0	0
2015	"L. Kurzawa"	8	1	1	0	0
2015	"L. Kurzawa"	9	2	2	1	0
2015	"L. Kurzawa"	10	1	1	1	0
2015	"L. Kurzawa"	13	2	1	1	0
2015	"L. Kurzawa"	16	1	1	0	0
2015	"L. Kurzawa"	18	1	0	1	1
2015	"L. Kurzawa"	22	1	0	1	1
2015	"L. Kurzawa"	25	1	0	0	0
2015	"L. Kurzawa"	28	2	0	1	1
2015	"L. Mathis"	6	1	1	0	0
2015	"L. Mathis"	22	1	0	0	0
2015	"L. Mathis"	23	1	0	1	0
2015	"L. Mathis"	24	1	0	0	0
2015	"L. Mathis"	25	1	0	0	0
2015	"L. Mathis"	26	3	0	1	0
2015	"L. Mathis"	29	1	0	0	0
2015	"L. Mathis"	37	1	0	0	0
2015	"L. Nangis"	15	1	1	0	0
2015	"L. Nangis"	21	1	0	0	0
2015	"L. Nangis"	22	1	0	1	0
2015	"L. Nangis"	24	1	0	0	0
2015	"L. Nangis"	25	1	0	0	0
2015	"L. Nangis"	26	1	0	0	0
2015	"L. Nangis"	29	1	0	0	0
2015	"L. Nangis"	33	1	0	0	0
2015	"L. Nangis"	35	1	0	0	0
2015	"L. Nangis"	40	1	0	0	0
2015	"L. Ocampos"	4	1	1	0	0
2015	"L. Ocampos"	6	1	0	0	0
2015	"L. Ocampos"	7	1	0	0	0
2015	"L. Ocampos"	10	1	0	1	1
2015	"L. Ocampos"	15	2	1	1	0
2015	"L. Ocampos"	17	3	0	0	0
2015	"L. Ocampos"	18	1	0	0	0
2015	"L. Ocampos"	19	1	0	0	0
2015	"L. Ocampos"	21	1	0	0	0
2015	"L. Ocampos"	22	2	0	2	0
2015	"L. Ocampos"	23	1	0	0	0
2015	"L. Ocampos"	27	1	0	0	0
2015	"L. Ocampos"	28	1	0	0	0
2015	"L. Ocampos"	30	1	0	0	0
2015	"L. Ocampos"	31	2	0	1	0
2015	"L. Ocampos"	40	1	0	0	0
2015	"L. Perrin"	3	1	1	1	0
2015	"L. Perrin"	7	2	0	2	2
2015	"L. Perrin"	8	2	2	2	1
2015	"L. Perrin"	11	1	1	0	0
2015	"L. Perrin"	12	1	1	1	0
2015	"L. Perrin"	13	2	2	0	0
2015	"L. Perrin"	16	1	0	0	0
2015	"L. Poggi"	12	1	1	0	0
2015	"L. Poggi"	20	2	0	1	0
2015	"L. Poggi"	23	1	0	0	0
2015	"L. Poggi"	33	1	0	0	0
2015	"L. Poggi"	34	1	0	0	0
2015	"L. Poggi"	35	1	0	0	0
2015	"L. Rodrigues Moura da Silva"	7	1	0	0	0
2015	"L. Rodrigues Moura da Silva"	8	1	1	0	0
2015	"L. Rodrigues Moura da Silva"	9	2	1	1	0
2015	"L. Rodrigues Moura da Silva"	10	2	2	0	0
2015	"L. Rodrigues Moura da Silva"	12	3	2	2	1
2015	"L. Rodrigues Moura da Silva"	13	5	1	3	2
2015	"L. Rodrigues Moura da Silva"	14	2	0	2	1
2015	"L. Rodrigues Moura da Silva"	15	4	0	1	0
2015	"L. Rodrigues Moura da Silva"	16	2	0	0	0
2015	"L. Rodrigues Moura da Silva"	17	3	1	1	1
2015	"L. Rodrigues Moura da Silva"	18	1	0	0	0
2015	"L. Rodrigues Moura da Silva"	19	6	0	4	1
2015	"L. Rodrigues Moura da Silva"	22	1	0	0	0
2015	"L. Rodrigues Moura da Silva"	23	2	0	0	0
2015	"L. Rodrigues Moura da Silva"	24	2	0	1	0
2015	"L. Rodrigues Moura da Silva"	25	1	0	1	0
2015	"L. Rodrigues Moura da Silva"	26	2	0	0	0
2015	"L. Rodrigues Moura da Silva"	27	4	0	1	0
2015	"L. Rodrigues Moura da Silva"	28	2	0	0	0
2015	"L. Rodrigues Moura da Silva"	31	1	0	0	0
2015	"L. Rose"	9	1	1	0	0
2015	"L. Rose"	15	2	1	1	0
2015	"L. Sané"	9	1	1	0	0
2015	"L. Sané"	12	1	1	0	0
2015	"L. Sané"	14	1	1	1	0
2015	"L. Traoré"	6	1	0	1	1
2015	"L. Traoré"	8	2	0	1	1
2015	"L. Traoré"	9	1	1	0	0
2015	"L. Traoré"	11	1	1	0	0
2015	"L. Traoré"	12	2	1	1	0
2015	"L. Traoré"	13	1	1	0	0
2015	"L. Traoré"	20	1	0	1	0
2015	"L. Traoré"	24	1	0	0	0
2015	"L. Traoré"	25	1	0	0	0
2015	"L. Traoré"	26	1	0	0	0
2015	"M. Amalfitano"	23	1	0	1	0
2015	"M. Aoas Correa"	7	1	1	0	0
2015	"M. Aoas Correa"	10	2	2	1	0
2015	"M. Aoas Correa"	11	2	2	1	0
2015	"M. Arambarri"	11	1	0	0	0
2015	"M. Barthelme"	13	1	0	0	0
2015	"M. Barthelme"	15	1	0	1	0
2015	"M. Barthelme"	17	1	0	0	0
2015	"M. Barthelme"	18	1	0	1	0
2015	"M. Barthelme"	20	1	0	0	0
2015	"M. Barthelme"	21	1	0	0	0
2015	"M. Barthelme"	22	1	0	0	0
2015	"M. Barthelme"	24	1	0	0	0
2015	"M. Barthelme"	25	1	0	1	0
2015	"M. Barthelme"	27	1	0	1	0
2015	"M. Barthelme"	29	1	0	1	0
2015	"M. Barthelme"	30	1	0	1	0
2015	"M. Basa"	7	2	1	1	0
2015	"M. Basa"	9	2	2	0	0
2015	"M. Basa"	11	1	1	0	0
2015	"M. Basa"	12	2	1	0	0
2015	"M. Basa"	15	1	1	0	0
2015	"M. Basa"	16	1	1	1	0
2015	"M. Basa"	17	1	1	0	0
2015	"M. Batshuayi"	5	1	0	1	1
2015	"M. Batshuayi"	7	5	2	2	2
2015	"M. Batshuayi"	8	7	3	5	3
2015	"M. Batshuayi"	9	2	1	1	1
2015	"M. Batshuayi"	10	3	2	1	0
2015	"M. Batshuayi"	11	7	3	2	1
2015	"M. Batshuayi"	12	6	2	4	2
2015	"M. Batshuayi"	13	3	3	2	1
2015	"M. Batshuayi"	14	3	0	1	0
2015	"M. Batshuayi"	15	5	0	2	0
2015	"M. Batshuayi"	16	5	1	2	1
2015	"M. Batshuayi"	17	5	0	2	1
2015	"M. Batshuayi"	18	2	0	1	0
2015	"M. Batshuayi"	19	6	0	3	0
2015	"M. Batshuayi"	20	4	0	2	0
2015	"M. Batshuayi"	21	5	0	3	0
2015	"M. Batshuayi"	22	2	0	0	0
2015	"M. Batshuayi"	24	2	0	1	0
2015	"M. Batshuayi"	25	2	0	1	0
2015	"M. Batshuayi"	26	5	0	2	0
2015	"M. Batshuayi"	27	3	0	1	0
2015	"M. Batshuayi"	28	2	0	2	0
2015	"M. Batshuayi"	29	2	0	2	0
2015	"M. Batshuayi"	31	1	0	0	0
2015	"M. Batshuayi"	35	1	0	1	0
2015	"M. Bodmer"	9	1	1	0	0
2015	"M. Bodmer"	10	2	1	2	1
2015	"M. Bodmer"	23	1	0	0	0
2015	"M. Braithwaite"	4	1	0	1	1
2015	"M. Braithwaite"	5	2	0	1	1
2015	"M. Braithwaite"	7	2	0	1	1
2015	"M. Braithwaite"	8	2	0	1	1
2015	"M. Braithwaite"	9	4	2	1	0
2015	"M. Braithwaite"	10	4	2	1	0
2015	"M. Braithwaite"	11	3	1	2	0
2015	"M. Braithwaite"	12	9	3	4	1
2015	"M. Braithwaite"	13	2	0	0	0
2015	"M. Braithwaite"	14	5	4	1	0
2015	"M. Braithwaite"	15	2	0	1	0
2015	"M. Braithwaite"	16	5	1	1	0
2015	"M. Braithwaite"	17	5	1	2	0
2015	"M. Braithwaite"	18	2	0	1	0
2015	"M. Braithwaite"	19	3	0	2	0
2015	"M. Braithwaite"	20	5	0	3	0
2015	"M. Braithwaite"	21	4	0	2	0
2015	"M. Braithwaite"	22	3	0	1	1
2015	"M. Braithwaite"	23	2	0	1	0
2015	"M. Braithwaite"	24	1	0	0	0
2015	"M. Braithwaite"	25	6	0	0	0
2015	"M. Braithwaite"	26	2	0	0	0
2015	"M. Braithwaite"	27	1	0	1	0
2015	"M. Braithwaite"	28	2	0	2	1
2015	"M. Braithwaite"	29	3	0	1	0
2015	"M. Braithwaite"	31	1	0	0	0
2015	"M. Braithwaite"	34	1	0	0	0
2015	"M. Cabelino Andrade"	14	1	0	1	0
2015	"M. Cabelino Andrade"	16	2	0	0	0
2015	"M. Cabelino Andrade"	19	1	0	0	0
2015	"M. Cabelino Andrade"	21	1	0	1	1
2015	"M. Cabelino Andrade"	23	1	0	0	0
2015	"M. Cabelino Andrade"	28	1	0	1	0
2015	"M. Cabelino Andrade"	29	1	0	0	0
2015	"M. Coco"	9	1	0	1	0
2015	"M. Coco"	11	1	1	0	0
2015	"M. Coco"	12	1	1	0	0
2015	"M. Coco"	14	2	0	1	0
2015	"M. Coco"	15	3	0	1	0
2015	"M. Coco"	16	1	0	0	0
2015	"M. Coco"	17	2	0	1	0
2015	"M. Coco"	21	2	0	1	1
2015	"M. Coco"	22	3	0	1	0
2015	"M. Coco"	31	1	0	0	0
2015	"M. Coco"	35	1	0	0	0
2015	"M. Cornet"	8	1	0	0	0
2015	"M. Cornet"	13	1	0	1	0
2015	"M. Cornet"	14	1	0	1	1
2015	"M. Cornet"	15	2	0	1	1
2015	"M. Cornet"	16	1	1	0	0
2015	"M. Cornet"	17	1	0	1	1
2015	"M. Cornet"	19	2	0	2	1
2015	"M. Cornet"	20	2	0	0	0
2015	"M. Cornet"	21	4	0	1	0
2015	"M. Cornet"	24	1	0	0	0
2015	"M. Cornet"	25	1	0	0	0
2015	"M. Cornet"	26	1	0	1	0
2015	"M. Cornet"	29	1	0	0	0
2015	"M. Cornet"	30	1	0	0	0
2015	"M. Cornet"	31	1	0	0	0
2015	"M. Cornet"	33	1	0	0	0
2015	"M. Cornet"	34	1	0	0	0
2015	"M. Dabo"	23	1	0	0	0
2015	"M. Dabo"	30	1	0	0	0
2015	"M. Dabo"	31	1	0	0	0
2015	"M. Dabo"	33	1	0	0	0
2015	"M. Dabo"	40	1	0	0	0
2015	"M. Debuchy"	15	1	0	0	0
2015	"M. Debuchy"	21	1	0	0	0
2015	"M. Dembele"	10	1	1	0	0
2015	"M. Dembele"	14	1	1	0	0
2015	"M. Dembele"	15	1	1	0	0
2015	"M. Dembele"	16	2	0	0	0
2015	"M. Dembele"	19	2	0	1	0
2015	"M. Dembele"	22	1	0	0	0
2015	"M. Dembele"	26	2	0	1	0
2015	"M. Dembele"	27	1	0	0	0
2015	"M. Deplagne"	24	1	0	0	0
2015	"M. Deplagne"	25	1	0	0	0
2015	"M. Deplagne"	26	1	0	0	0
2015	"M. Deplagne"	33	1	0	0	0
2015	"M. Deplagne"	34	1	0	0	0
2015	"M. Diallo"	6	1	1	1	0
2015	"M. Diallo"	7	1	1	0	0
2015	"M. Diallo"	8	6	4	4	0
2015	"M. Diallo"	9	1	0	0	0
2015	"M. Diallo"	11	2	1	0	0
2015	"M. Diallo"	13	1	1	0	0
2015	"M. Diallo"	19	1	0	1	0
2015	"M. Diallo"	27	1	0	0	0
2015	"M. Erding"	7	4	4	0	0
2015	"M. Erding"	8	1	0	1	1
2015	"M. Erding"	10	2	2	0	0
2015	"M. Erding"	14	1	0	1	1
2015	"M. Erding"	15	1	1	0	0
2015	"M. Erding"	17	1	0	0	0
2015	"M. Erding"	18	2	0	1	0
2015	"M. Erding"	19	1	0	0	0
2015	"M. Fofana"	6	1	1	0	0
2015	"M. Fofana"	12	1	1	0	0
2015	"M. Fofana"	19	1	0	1	0
2015	"M. Gajic"	18	1	0	0	0
2015	"M. Gajic"	24	1	0	1	1
2015	"M. Gakpa"	33	1	0	1	0
2015	"M. Gonalons"	9	1	1	1	0
2015	"M. Gonalons"	11	2	2	0	0
2015	"M. Gonalons"	12	2	2	0	0
2015	"M. Gonalons"	13	3	3	0	0
2015	"M. Gonalons"	14	3	3	1	0
2015	"M. Gonalons"	15	1	1	1	0
2015	"M. Gonalons"	16	1	0	1	0
2015	"M. Gonalons"	22	1	0	0	0
2015	"M. Gonalons"	24	1	0	0	0
2015	"M. Gonalons"	25	1	0	0	0
2015	"M. Gonalons"	26	1	0	0	0
2015	"M. Gonalons"	27	2	0	0	0
2015	"M. Gonalons"	30	1	0	0	0
2015	"M. Isla"	8	1	0	1	0
2015	"M. Isla"	9	1	1	1	1
2015	"M. Isla"	15	1	0	1	0
2015	"M. Isla"	21	1	0	0	0
2015	"M. Isla"	26	1	0	0	0
2015	"M. Isla"	27	1	0	0	0
2015	"M. Isla"	30	1	0	0	0
2015	"M. Larbi"	12	2	0	1	0
2015	"M. Larbi"	13	3	0	2	2
2015	"M. Larbi"	14	1	1	0	0
2015	"M. Larbi"	15	3	0	1	1
2015	"M. Larbi"	16	3	0	0	0
