on_target	goal	distance	headed
0	0	21.259586073110636	false
1	1	14.577379737113253	false
1	0	23.544001359157285	false
0	0	14.312581877495054	false
1	0	17.307801709055948	false
1	0	8.676981041814027	false
0	0	36.67505964548661	false
1	1	25.25787006063654	false
0	0	32.10763149159402	false
0	0	19.302331465395575	false
1	0	26.66027006614899	false
0	0	26.181863951980198	false
0	0	12.790621564255588	false
0	0	17.557049866079442	false
0	0	23.926763257908497	false
1	0	23.748894711122873	false
1	0	37.01918421575494	false
0	0	38.68707794600156	false
1	0	9.610411021387176	false
0	0	18.504323819042945	false
1	0	19.635172522796942	false
0	0	16.44506004853737	false
0	0	24.06013300046365	false
1	0	29.783552508053834	false
1	0	20.718349355100656	false
1	0	24.340295807569795	false
1	0	39.40114211542605	false
1	0	28.783502219153245	false
1	1	12.984991336154216	false
0	0	24.96237168219398	false
0	0	23.330880823492286	false
1	0	21.250882334623192	false
1	1	9.904039579888606	false
0	0	27.7965825237564	false
0	0	16.35909532951012	false
0	0	35.642671055912736	false
0	0	8.102468759581864	false
0	0	27.60072462816873	false
0	0	17.773013250431113	false
1	0	28.945638704302244	false
1	1	11.594826432508597	false
0	0	15.057224179774973	false
0	0	18.710959355415206	false
1	1	12.70354281293215	false
0	0	28.97619712798766	false
1	1	22.085742007005333	false
1	0	19.487944991712183	false
1	0	29.52371927789587	false
1	1	14.49724111684703	false
0	0	27.400182481144178	false
1	1	20.056171120131577	false
1	0	17.216561793807724	false
0	0	21.300234740490534	false
1	0	23.04191832291747	false
0	0	21.10094784600919	false
0	0	8.000624975587845	false
1	1	19.467151820438453	false
0	0	33.76536687198881	false
1	1	15.604166110369372	false
1	0	25.70992026436488	false
1	0	7.700649323271385	false
1	0	29.628364787817773	false
0	0	39.31513703397204	false
1	0	12.649110640673523	false
0	0	22.466196829904256	false
1	0	45.302980034430405	false
0	0	30.729952814802694	false
0	0	18.02775637731995	false
1	0	17.11724276862369	false
0	0	12.34827923234651	false
1	0	11.5	false
0	0	15.121177202850308	false
0	0	30.768327871367983	false
1	0	15.526107045875989	false
1	0	25.800193797721757	false
1	1	7.710382610480488	false
0	0	36.83476618630828	false
0	0	26.50358466321113	false
0	0	17.765415840897163	false
0	0	20.912436491236498	false
0	0	44.29051817262923	false
1	1	23.16031087874254	false
1	0	18.80957203128237	false
0	0	30.85984445845442	false
0	0	27.102213931706757	false
1	0	24.57254565567028	false
0	0	23.446321673132434	false
0	0	15.109268678529745	false
