"id","sqw_player_id","sqw_team_id","start_x","start_y","end_x","end_y","pass_type","mins","secs","minsec","throw_in","assist","long_ball","through_ball","headed","created_at","updated_at","sqw_game_id"
3171615,3238,131,26,81.4,39.1,71.1,"completed",4,31,271,f,f,f,f,t,"2016-07-16 13:56:32.922952","2016-07-16 13:56:32.922952",11505
3171624,3238,131,62.1,83.2,59.2,97.1,"completed",2,59,179,f,f,f,f,f,"2016-07-16 13:56:32.964305","2016-07-16 13:56:32.964305",11505
3171627,3238,131,61.1,73.4,87.9,12.9,"completed",2,38,158,f,f,t,f,f,"2016-07-16 13:56:32.97852","2016-07-16 13:56:32.97852",11505
3171633,3238,131,47.5,85.4,71.5,98.7,"completed",1,9,69,f,f,f,f,f,"2016-07-16 13:56:33.005859","2016-07-16 13:56:33.005859",11505
3171655,3238,131,20.3,75,40.9,80.5,"failed",2,0,120,f,f,t,f,f,"2016-07-16 13:56:33.103262","2016-07-16 13:56:33.103262",11505
3171658,3238,131,19.3,33.6,30.7,11.7,"completed",9,13,553,f,f,f,f,f,"2016-07-16 13:56:33.116436","2016-07-16 13:56:33.116436",11505
3171681,3238,131,53.9,83.2,46,40.7,"completed",5,57,357,f,f,f,f,f,"2016-07-16 13:56:33.223505","2016-07-16 13:56:33.223505",11505
3171700,3238,131,38.5,59.9,96.5,20.5,"completed",12,9,729,f,f,t,f,f,"2016-07-16 13:56:33.307004","2016-07-16 13:56:33.307004",11505
3171717,3238,131,53.8,77.7,49.1,40.1,"completed",10,34,634,f,f,f,f,f,"2016-07-16 13:56:33.379657","2016-07-16 13:56:33.379657",11505
3171722,3238,131,55.3,78.7,63.1,97.5,"completed",10,17,617,f,f,f,f,f,"2016-07-16 13:56:33.401101","2016-07-16 13:56:33.401101",11505
3171726,3238,131,21.1,73.6,23.4,36.8,"completed",10,1,601,f,f,f,f,f,"2016-07-16 13:56:33.418006","2016-07-16 13:56:33.418006",11505
3171740,3238,131,56.1,65.4,55.9,34.6,"completed",19,49,1189,f,f,f,f,f,"2016-07-16 13:56:33.482267","2016-07-16 13:56:33.482267",11505
3171749,3238,131,68.9,70.3,88.1,90.1,"completed",18,40,1120,f,f,f,f,f,"2016-07-16 13:56:33.520457","2016-07-16 13:56:33.520457",11505
3171765,3238,131,49,66.7,53.3,50.5,"completed",17,5,1025,f,f,f,f,f,"2016-07-16 13:56:33.592364","2016-07-16 13:56:33.592364",11505
3171779,3238,131,56.9,66.4,90,50.5,"failed",17,18,1038,f,f,t,f,f,"2016-07-16 13:56:33.667323","2016-07-16 13:56:33.667323",11505
3171782,3238,131,53.6,94.6,69.9,90.6,"completed",24,18,1458,f,f,f,f,f,"2016-07-16 13:56:33.680221","2016-07-16 13:56:33.680221",11505
3171790,3238,131,55.1,71.3,51.6,52.8,"completed",23,18,1398,f,f,f,f,f,"2016-07-16 13:56:33.717429","2016-07-16 13:56:33.717429",11505
3171793,3238,131,52.1,88.3,45.1,42.5,"completed",23,7,1387,f,f,f,f,f,"2016-07-16 13:56:33.732475","2016-07-16 13:56:33.732475",11505
3171795,3238,131,53.2,89.9,60.7,99.3,"completed",23,4,1384,f,f,f,f,f,"2016-07-16 13:56:33.741252","2016-07-16 13:56:33.741252",11505
3171801,3238,131,32.2,83,40.5,69.7,"completed",21,11,1271,f,f,f,f,t,"2016-07-16 13:56:33.767624","2016-07-16 13:56:33.767624",11505
3171810,3238,131,20.5,97.3,49.1,63.8,"failed",21,24,1284,f,f,t,f,f,"2016-07-16 13:56:33.813182","2016-07-16 13:56:33.813182",11505
3171812,3238,131,54.7,66.5,74.5,100,"failed",20,7,1207,f,f,f,f,f,"2016-07-16 13:56:33.822462","2016-07-16 13:56:33.822462",11505
3171816,3238,131,55,68.3,46,41.9,"completed",28,37,1717,f,f,f,f,f,"2016-07-16 13:56:33.840915","2016-07-16 13:56:33.840915",11505
3171823,3238,131,23.8,83.8,28.5,40.9,"completed",27,54,1674,f,f,f,f,f,"2016-07-16 13:56:33.872275","2016-07-16 13:56:33.872275",11505
3171847,3238,131,22.1,85.4,36.7,98.3,"completed",33,40,2020,f,f,f,f,f,"2016-07-16 13:56:33.979099","2016-07-16 13:56:33.979099",11505
3171861,3238,131,33.3,79.3,60.6,91.4,"failed",31,35,1895,f,f,f,f,f,"2016-07-16 13:56:34.043124","2016-07-16 13:56:34.043124",11505
3171870,3238,131,43.5,75.8,57.2,75.6,"completed",39,37,2377,f,f,f,f,f,"2016-07-16 13:56:34.088175","2016-07-16 13:56:34.088175",11505
3171874,3238,131,26.3,83.6,28.7,52.8,"completed",39,23,2363,f,f,f,f,f,"2016-07-16 13:56:34.107581","2016-07-16 13:56:34.107581",11505
3171901,3238,131,32.7,40.1,76.6,49.9,"failed",39,3,2343,f,f,t,f,f,"2016-07-16 13:56:34.229839","2016-07-16 13:56:34.229839",11505
3171915,3238,131,27.5,70.5,37.2,84,"completed",43,43,2623,f,f,f,f,f,"2016-07-16 13:56:34.29325","2016-07-16 13:56:34.29325",11505
3171932,3238,131,36.4,67.7,56.6,67.3,"failed",43,38,2618,f,f,f,f,t,"2016-07-16 13:56:34.376097","2016-07-16 13:56:34.376097",11505
3171984,3238,131,31.9,78.5,39.1,9.2,"failed",49,25,2965,f,f,t,f,f,"2016-07-16 13:56:34.643496","2016-07-16 13:56:34.643496",11505
3171986,3238,131,42.7,80.7,67.8,88.5,"failed",48,51,2931,f,f,f,f,f,"2016-07-16 13:56:34.652392","2016-07-16 13:56:34.652392",11505
3171995,3238,131,31.9,52.6,68.8,15.2,"failed",47,4,2824,f,f,t,f,f,"2016-07-16 13:56:34.693548","2016-07-16 13:56:34.693548",11505
3171998,3238,131,39.7,94.6,61.4,78.3,"failed",46,5,2765,f,f,t,f,f,"2016-07-16 13:56:34.706838","2016-07-16 13:56:34.706838",11505
3172014,3238,131,29.8,62,28.3,27,"completed",52,12,3132,f,f,f,f,f,"2016-07-16 13:56:34.795227","2016-07-16 13:56:34.795227",11505
3172019,3238,131,20.3,71.8,7.2,50.1,"completed",51,55,3115,f,f,f,f,f,"2016-07-16 13:56:34.816656","2016-07-16 13:56:34.816656",11505
3172049,3238,131,56.6,62,47.1,35.8,"completed",58,22,3502,f,f,f,f,f,"2016-07-16 13:56:34.949225","2016-07-16 13:56:34.949225",11505
3172088,3238,131,43.9,66.5,56.1,66.4,"completed",61,33,3693,f,f,f,f,f,"2016-07-16 13:56:35.140433","2016-07-16 13:56:35.140433",11505
3172090,3238,131,40,59.1,40.9,34,"completed",61,25,3685,f,f,f,f,f,"2016-07-16 13:56:35.149797","2016-07-16 13:56:35.149797",11505
3172097,3238,131,21.9,48.5,64.7,36.2,"failed",64,46,3886,f,f,t,f,f,"2016-07-16 13:56:35.183428","2016-07-16 13:56:35.183428",11505
3172100,3238,131,35.2,65.4,36,80.3,"completed",67,32,4052,f,f,f,f,f,"2016-07-16 13:56:35.196787","2016-07-16 13:56:35.196787",11505
3172105,3238,131,51.3,56.4,61,96.3,"completed",66,6,3966,f,f,f,f,f,"2016-07-16 13:56:35.219769","2016-07-16 13:56:35.219769",11505
3231153,3238,131,56.5,60.1,63.9,40.3,"completed",3,59,239,f,f,f,f,f,"2016-07-16 14:02:37.741327","2016-07-16 14:02:37.741327",11572
3231159,3238,131,31.2,35.6,36.4,52.3,"completed",3,37,217,f,f,f,f,f,"2016-07-16 14:02:37.77333","2016-07-16 14:02:37.77333",11572
3231177,3238,131,44.5,31.9,50.6,33.1,"completed",2,30,150,f,f,f,f,f,"2016-07-16 14:02:37.887155","2016-07-16 14:02:37.887155",11572
3231185,3238,131,34.1,59.9,41.6,73,"completed",1,57,117,f,f,f,f,f,"2016-07-16 14:02:37.934419","2016-07-16 14:02:37.934419",11572
3231187,3238,131,34.2,48.5,33.4,34.8,"completed",1,51,111,f,f,f,f,f,"2016-07-16 14:02:37.950208","2016-07-16 14:02:37.950208",11572
3231195,3238,131,51.7,76.7,59.5,68.5,"completed",1,14,74,f,f,f,f,f,"2016-07-16 14:02:38.014867","2016-07-16 14:02:38.014867",11572
3231202,3238,131,55.8,57,76.7,2.7,"completed",0,50,50,f,f,t,f,f,"2016-07-16 14:02:38.06741","2016-07-16 14:02:38.06741",11572
3231209,3238,131,42,69.1,43.1,76.9,"completed",0,30,30,f,f,f,f,f,"2016-07-16 14:02:38.123196","2016-07-16 14:02:38.123196",11572
3231211,3238,131,41,61.1,54.7,63.2,"completed",0,27,27,f,f,f,f,f,"2016-07-16 14:02:38.134333","2016-07-16 14:02:38.134333",11572
3231213,3238,131,33.1,66.5,34.6,33.1,"completed",0,20,20,f,f,f,f,f,"2016-07-16 14:02:38.146039","2016-07-16 14:02:38.146039",11572
3231238,3238,131,38,79.1,41.9,54,"completed",9,43,583,f,f,f,f,f,"2016-07-16 14:02:38.299042","2016-07-16 14:02:38.299042",11572
3231255,3238,131,54,88.3,64,93.8,"completed",8,11,491,f,f,f,f,f,"2016-07-16 14:02:38.398426","2016-07-16 14:02:38.398426",11572
3231264,3238,131,53.8,65.4,67.3,53.8,"completed",7,32,452,f,f,f,f,f,"2016-07-16 14:02:38.452121","2016-07-16 14:02:38.452121",11572
3231270,3238,131,34.4,83.4,42.6,64.4,"completed",7,20,440,f,f,f,f,f,"2016-07-16 14:02:38.495946","2016-07-16 14:02:38.495946",11572
3231279,3238,131,51.4,94.6,66.5,90.8,"completed",6,42,402,f,f,t,f,f,"2016-07-16 14:02:38.554568","2016-07-16 14:02:38.554568",11572
3231288,3238,131,41.7,35,55.8,58.3,"completed",6,12,372,f,f,f,f,f,"2016-07-16 14:02:38.615814","2016-07-16 14:02:38.615814",11572
3231298,3238,131,27.9,68.1,34.9,52.1,"completed",5,42,342,f,f,f,f,f,"2016-07-16 14:02:38.702777","2016-07-16 14:02:38.702777",11572
3231325,3238,131,56.6,64.4,46.5,72.4,"completed",14,57,897,f,f,f,f,f,"2016-07-16 14:02:38.886248","2016-07-16 14:02:38.886248",11572
3231332,3238,131,36.8,78.5,40.6,91.4,"completed",14,17,857,f,f,f,f,f,"2016-07-16 14:02:38.932985","2016-07-16 14:02:38.932985",11572
3231336,3238,131,42.4,59.7,39.4,32.3,"completed",13,33,813,f,f,f,f,f,"2016-07-16 14:02:38.963185","2016-07-16 14:02:38.963185",11572
3231345,3238,131,51.3,58.3,55.4,83.6,"completed",12,56,776,f,f,f,f,f,"2016-07-16 14:02:39.017121","2016-07-16 14:02:39.017121",11572
3231357,3238,131,41.6,68.1,64.3,64,"completed",11,37,697,f,f,f,f,f,"2016-07-16 14:02:39.095559","2016-07-16 14:02:39.095559",11572
3231359,3238,131,38.5,61.8,51,73.4,"completed",11,35,695,f,f,f,f,f,"2016-07-16 14:02:39.109097","2016-07-16 14:02:39.109097",11572
3231369,3238,131,43.2,58.3,56.9,47.9,"completed",11,2,662,f,f,f,f,f,"2016-07-16 14:02:39.179786","2016-07-16 14:02:39.179786",11572
3231372,3238,131,40.5,39.1,49,18.4,"completed",10,53,653,f,f,f,f,f,"2016-07-16 14:02:39.196101","2016-07-16 14:02:39.196101",11572
3231387,3238,131,40.6,34,50.6,14.1,"completed",19,56,1196,f,f,f,f,f,"2016-07-16 14:02:39.280653","2016-07-16 14:02:39.280653",11572
3231389,3238,131,38.9,31.5,41.7,27.6,"completed",19,53,1193,f,f,f,f,f,"2016-07-16 14:02:39.292287","2016-07-16 14:02:39.292287",11572
3231396,3238,131,41.2,72.8,39.3,37.6,"completed",19,7,1147,f,f,f,f,f,"2016-07-16 14:02:39.330391","2016-07-16 14:02:39.330391",11572
3231408,3238,131,53.3,64.8,47.9,37.2,"completed",17,27,1047,f,f,f,f,f,"2016-07-16 14:02:39.410807","2016-07-16 14:02:39.410807",11572
3231410,3238,131,34.4,61.3,35.2,31.5,"completed",17,17,1037,f,f,f,f,f,"2016-07-16 14:02:39.419604","2016-07-16 14:02:39.419604",11572
3231416,3238,131,48.4,54,60.6,81.4,"completed",16,11,971,f,f,f,f,f,"2016-07-16 14:02:39.462343","2016-07-16 14:02:39.462343",11572
3231421,3238,131,36.5,53.4,41.2,33.1,"completed",15,19,919,f,f,f,f,f,"2016-07-16 14:02:39.498053","2016-07-16 14:02:39.498053",11572
3231450,3238,131,37.8,51.9,37.4,63.4,"completed",23,6,1386,f,f,f,f,f,"2016-07-16 14:02:39.668883","2016-07-16 14:02:39.668883",11572
3231469,3238,131,49.7,67.5,46,41.3,"completed",29,45,1785,f,f,f,f,f,"2016-07-16 14:02:39.79489","2016-07-16 14:02:39.79489",11572
3231473,3238,131,44.9,54.6,39.5,31.7,"completed",28,50,1730,f,f,f,f,f,"2016-07-16 14:02:39.819438","2016-07-16 14:02:39.819438",11572
3231478,3238,131,44.6,45,47.2,41.3,"completed",28,41,1721,f,f,f,f,f,"2016-07-16 14:02:39.846715","2016-07-16 14:02:39.846715",11572
3231496,3238,131,22.3,86.7,65.6,76.3,"failed",27,6,1626,f,f,t,f,f,"2016-07-16 14:02:39.944276","2016-07-16 14:02:39.944276",11572
3231508,3238,131,59.5,66.4,57,61.8,"completed",33,52,2032,f,f,f,f,f,"2016-07-16 14:02:40.020629","2016-07-16 14:02:40.020629",11572
3231514,3238,131,28.7,80.3,36,67.3,"completed",33,38,2018,f,f,f,f,f,"2016-07-16 14:02:40.052201","2016-07-16 14:02:40.052201",11572
3231529,3238,131,38,78.9,60,73.4,"completed",32,7,1927,f,f,f,f,f,"2016-07-16 14:02:40.132585","2016-07-16 14:02:40.132585",11572
3231534,3238,131,22.9,74.2,27.1,37.6,"completed",31,53,1913,f,f,f,f,f,"2016-07-16 14:02:40.164717","2016-07-16 14:02:40.164717",11572
3231564,3238,131,38.5,77.9,53.6,54,"completed",39,26,2366,f,f,f,f,f,"2016-07-16 14:02:40.349849","2016-07-16 14:02:40.349849",11572
3231589,3238,131,25.1,71.1,40.4,88.3,"completed",36,59,2219,f,f,f,f,f,"2016-07-16 14:02:40.518848","2016-07-16 14:02:40.518848",11572
3231591,3238,131,15.8,47,27.2,43,"completed",36,55,2215,f,f,f,f,f,"2016-07-16 14:02:40.52961","2016-07-16 14:02:40.52961",11572
3231608,3238,131,45.4,57.5,48.8,48.5,"completed",35,34,2134,f,f,f,f,f,"2016-07-16 14:02:40.650322","2016-07-16 14:02:40.650322",11572
3231628,3238,131,36.8,65.2,36.7,30.3,"completed",43,52,2632,f,f,f,f,f,"2016-07-16 14:02:40.782575","2016-07-16 14:02:40.782575",11572
3231630,3238,131,33,65.6,46,69.3,"completed",43,48,2628,f,f,f,f,f,"2016-07-16 14:02:40.797643","2016-07-16 14:02:40.797643",11572
3231636,3238,131,37.9,62,46.5,51.9,"completed",43,33,2613,f,f,f,f,f,"2016-07-16 14:02:40.833794","2016-07-16 14:02:40.833794",11572
3231640,3238,131,42.4,62.4,49.1,47.2,"completed",43,6,2586,f,f,f,f,f,"2016-07-16 14:02:40.858286","2016-07-16 14:02:40.858286",11572
3231668,3238,131,38,58.7,47.9,76,"completed",40,53,2453,f,f,f,f,f,"2016-07-16 14:02:41.049901","2016-07-16 14:02:41.049901",11572
3231675,3238,131,32.4,83.6,51.3,100,"failed",44,38,2678,f,f,t,f,f,"2016-07-16 14:02:41.095166","2016-07-16 14:02:41.095166",11572
3231690,3238,131,57.7,96.5,64.1,98.1,"completed",47,58,2878,f,f,f,f,f,"2016-07-16 14:02:41.19002","2016-07-16 14:02:41.19002",11572
3231692,3238,131,31.2,75.8,51.8,78.3,"completed",47,46,2866,f,f,f,f,f,"2016-07-16 14:02:41.199173","2016-07-16 14:02:41.199173",11572
3231711,3238,131,9.5,80.1,16.3,73.8,"completed",46,20,2780,f,f,f,f,f,"2016-07-16 14:02:41.32211","2016-07-16 14:02:41.32211",11572
3231737,3238,131,54.7,86.5,61.7,83,"completed",54,14,3254,f,f,f,f,f,"2016-07-16 14:02:41.487571","2016-07-16 14:02:41.487571",11572
3231777,3238,131,11,70.7,5.8,47.9,"completed",51,13,3073,f,f,f,f,f,"2016-07-16 14:02:41.760647","2016-07-16 14:02:41.760647",11572
3231786,3238,131,33,71.4,33,40.7,"completed",50,6,3006,f,f,f,f,f,"2016-07-16 14:02:41.814659","2016-07-16 14:02:41.814659",11572
3231794,3238,131,34.9,72,49.9,96.9,"completed",59,54,3594,f,f,f,f,f,"2016-07-16 14:02:41.865082","2016-07-16 14:02:41.865082",11572
3231803,3238,131,19,86.5,6.9,58.7,"completed",59,30,3570,f,f,f,f,f,"2016-07-16 14:02:41.923409","2016-07-16 14:02:41.923409",11572
3231805,3238,131,25.3,85.4,37.2,96.3,"completed",59,24,3564,f,f,f,f,f,"2016-07-16 14:02:41.933253","2016-07-16 14:02:41.933253",11572
3231813,3238,131,8.5,82,3.1,64.4,"completed",58,27,3507,f,f,f,f,f,"2016-07-16 14:02:41.985961","2016-07-16 14:02:41.985961",11572
3231815,3238,131,16.6,86.9,3.7,53.6,"completed",58,22,3502,f,f,f,f,f,"2016-07-16 14:02:41.998683","2016-07-16 14:02:41.998683",11572
3231821,3238,131,30.7,72.8,44.5,53.8,"completed",57,48,3468,f,f,f,f,f,"2016-07-16 14:02:42.038675","2016-07-16 14:02:42.038675",11572
3231826,3238,131,25.2,58.1,28.5,33.1,"completed",57,31,3451,f,f,f,f,f,"2016-07-16 14:02:42.072851","2016-07-16 14:02:42.072851",11572
3231838,3238,131,30.7,65.4,36.4,37.2,"completed",56,40,3400,f,f,f,f,f,"2016-07-16 14:02:42.161297","2016-07-16 14:02:42.161297",11572
3231853,3238,131,36.4,87.7,57,98.9,"completed",55,24,3324,f,f,f,f,f,"2016-07-16 14:02:42.278587","2016-07-16 14:02:42.278587",11572
3231863,3238,131,10.6,84.4,25.3,83,"failed",56,6,3366,f,f,f,f,f,"2016-07-16 14:02:42.365705","2016-07-16 14:02:42.365705",11572
3231865,3238,131,45.6,86.1,51.8,89.7,"failed",55,30,3330,f,f,f,f,f,"2016-07-16 14:02:42.388984","2016-07-16 14:02:42.388984",11572
3231873,3238,131,17.3,85.4,5.2,63.6,"completed",64,37,3877,f,f,f,f,f,"2016-07-16 14:02:42.451827","2016-07-16 14:02:42.451827",11572
3231877,3238,131,22.9,77.9,5.9,60.3,"completed",64,22,3862,f,f,f,f,f,"2016-07-16 14:02:42.525664","2016-07-16 14:02:42.525664",11572
3231883,3238,131,20.3,79.3,10,54.8,"completed",63,20,3800,f,f,f,f,f,"2016-07-16 14:02:42.566054","2016-07-16 14:02:42.566054",11572
3231896,3238,131,25.7,40.3,33.8,43,"completed",60,25,3625,f,f,f,f,t,"2016-07-16 14:02:42.684634","2016-07-16 14:02:42.684634",11572
3231932,3238,131,26.2,80.7,27.7,37.4,"completed",65,21,3921,f,f,f,f,f,"2016-07-16 14:02:42.952711","2016-07-16 14:02:42.952711",11572
3231961,3238,131,34.9,67.7,52.3,64.2,"completed",72,40,4360,f,f,f,f,f,"2016-07-16 14:02:43.175692","2016-07-16 14:02:43.175692",11572
3231974,3238,131,31.2,39.9,38.9,33.3,"completed",70,44,4244,f,f,f,f,f,"2016-07-16 14:02:43.281049","2016-07-16 14:02:43.281049",11572
3231984,3238,131,31.1,41.9,43.4,43.6,"failed",70,39,4239,f,f,f,f,t,"2016-07-16 14:02:43.348611","2016-07-16 14:02:43.348611",11572
3232002,3238,131,11.8,96.1,4.1,68.1,"completed",79,0,4740,f,f,f,f,f,"2016-07-16 14:02:43.480663","2016-07-16 14:02:43.480663",11572
3232010,3238,131,32.7,69.1,54,71.1,"completed",78,30,4710,f,f,f,f,f,"2016-07-16 14:02:43.533764","2016-07-16 14:02:43.533764",11572
3232019,3238,131,9.3,86.1,4.8,59.3,"completed",77,48,4668,f,f,f,f,f,"2016-07-16 14:02:43.609285","2016-07-16 14:02:43.609285",11572
3232026,3238,131,26.7,61.7,27.8,37,"completed",76,51,4611,f,f,f,f,f,"2016-07-16 14:02:43.664671","2016-07-16 14:02:43.664671",11572
3232037,3238,131,22.2,79.1,32.4,70.3,"completed",76,1,4561,f,f,f,f,f,"2016-07-16 14:02:43.744517","2016-07-16 14:02:43.744517",11572
3232039,3238,131,23.7,78.9,28.5,96.9,"completed",75,58,4558,f,f,f,f,f,"2016-07-16 14:02:43.758587","2016-07-16 14:02:43.758587",11572
3232059,3238,131,30.8,78.7,29.8,46.8,"completed",84,12,5052,f,f,f,f,f,"2016-07-16 14:02:43.899846","2016-07-16 14:02:43.899846",11572
3232079,3238,131,38.9,87.3,50.9,87.3,"failed",81,20,4880,f,f,f,f,t,"2016-07-16 14:02:44.064953","2016-07-16 14:02:44.064953",11572
3232081,3238,131,33.3,73.8,73.8,73.6,"failed",81,9,4869,f,f,t,f,f,"2016-07-16 14:02:44.093287","2016-07-16 14:02:44.093287",11572
3232082,3238,131,30.3,68.7,34.9,69.1,"failed",81,7,4867,f,f,f,f,t,"2016-07-16 14:02:44.099459","2016-07-16 14:02:44.099459",11572
3232085,3238,131,23.8,82.4,8.1,53.8,"completed",90,0,5402,f,f,f,f,f,"2016-07-16 14:02:44.130135","2016-07-16 14:02:44.130135",11572
3232100,3238,131,44.5,66.7,51.2,80.3,"completed",86,58,5218,f,f,f,f,f,"2016-07-16 14:02:44.304967","2016-07-16 14:02:44.304967",11572
3232116,3238,131,11,78.5,6.9,52.8,"completed",85,47,5147,f,f,f,f,f,"2016-07-16 14:02:44.47564","2016-07-16 14:02:44.47564",11572
3232118,3238,131,22.5,73.4,26.8,58.1,"completed",85,17,5117,f,f,f,f,f,"2016-07-16 14:02:44.49798","2016-07-16 14:02:44.49798",11572
3232136,3238,131,29.3,64.8,42.6,76.1,"failed",90,0,5575,f,f,f,f,t,"2016-07-16 14:02:44.649536","2016-07-16 14:02:44.649536",11572
3244717,3238,131,26,92.2,42.4,86.3,"completed",3,36,216,f,f,t,f,f,"2016-07-16 14:04:19.343635","2016-07-16 14:04:19.343635",11587
3244730,3238,131,24.1,86.3,25.5,50.9,"completed",2,2,122,f,f,f,f,f,"2016-07-16 14:04:19.41366","2016-07-16 14:04:19.41366",11587
3244737,3238,131,45.3,80.3,62.1,80.7,"completed",1,21,81,f,f,f,f,f,"2016-07-16 14:04:19.451434","2016-07-16 14:04:19.451434",11587
3244745,3238,131,48.7,92.2,45.6,49.7,"completed",1,3,63,f,f,f,f,f,"2016-07-16 14:04:19.494071","2016-07-16 14:04:19.494071",11587
3244767,3238,131,41.7,79.3,74.8,97.7,"completed",9,44,584,f,f,t,f,f,"2016-07-16 14:04:19.617942","2016-07-16 14:04:19.617942",11587
3244771,3238,131,39.5,79.9,42.4,35.4,"completed",9,31,571,f,f,f,f,f,"2016-07-16 14:04:19.639614","2016-07-16 14:04:19.639614",11587
3244799,3238,131,33.5,59.7,43,78.7,"failed",8,53,533,f,f,f,f,t,"2016-07-16 14:04:19.785367","2016-07-16 14:04:19.785367",11587
3244801,3238,131,22.5,16,69.7,15.6,"failed",8,36,516,f,f,t,f,f,"2016-07-16 14:04:19.795127","2016-07-16 14:04:19.795127",11587
3244813,3238,131,56.4,89.3,62.6,98.3,"completed",14,14,854,f,f,f,f,f,"2016-07-16 14:04:19.856938","2016-07-16 14:04:19.856938",11587
3244832,3238,131,40.4,71.8,43.6,27,"completed",11,46,706,f,f,f,f,f,"2016-07-16 14:04:19.953628","2016-07-16 14:04:19.953628",11587
3244841,3238,131,69.2,97.3,53.8,94,"completed",11,18,678,f,f,f,f,f,"2016-07-16 14:04:19.99833","2016-07-16 14:04:19.99833",11587
3244853,3238,131,18.5,30.3,44.7,35.6,"failed",12,37,757,f,f,t,f,f,"2016-07-16 14:04:20.114378","2016-07-16 14:04:20.114378",11587
3244873,3238,131,26,81.2,5.4,57.1,"completed",19,0,1140,f,f,f,f,f,"2016-07-16 14:04:20.253077","2016-07-16 14:04:20.253077",11587
3244877,3238,131,36.3,66.9,36.3,28.9,"completed",18,32,1112,f,f,f,f,f,"2016-07-16 14:04:20.274581","2016-07-16 14:04:20.274581",11587
3244894,3238,131,29.4,65.8,41.6,24,"completed",16,29,989,f,f,f,f,f,"2016-07-16 14:04:20.36603","2016-07-16 14:04:20.36603",11587
3244896,3238,131,24.9,68.9,43,69.7,"completed",16,25,985,f,f,f,f,f,"2016-07-16 14:04:20.377022","2016-07-16 14:04:20.377022",11587
3244901,3238,131,33.8,70.7,36.8,31.7,"completed",15,13,913,f,f,f,f,f,"2016-07-16 14:04:20.403189","2016-07-16 14:04:20.403189",11587
3244906,3238,131,22.7,64.6,25.9,47.6,"completed",15,2,902,f,f,f,f,f,"2016-07-16 14:04:20.430782","2016-07-16 14:04:20.430782",11587
3244910,3238,131,11.4,86.5,60.5,95.3,"failed",19,6,1146,f,f,t,f,f,"2016-07-16 14:04:20.45117","2016-07-16 14:04:20.45117",11587
3244914,3238,131,47.5,98.7,49.8,97.9,"failed",18,17,1097,f,f,f,f,f,"2016-07-16 14:04:20.47333","2016-07-16 14:04:20.47333",11587
3244921,3238,131,25.3,68.1,32.8,98.3,"completed",24,0,1440,f,f,f,f,f,"2016-07-16 14:04:20.513157","2016-07-16 14:04:20.513157",11587
3244930,3238,131,48.7,69.7,52.3,49.5,"completed",22,38,1358,f,f,f,f,f,"2016-07-16 14:04:20.563317","2016-07-16 14:04:20.563317",11587
3244934,3238,131,38.9,76.9,43.6,32.1,"completed",22,22,1342,f,f,f,f,f,"2016-07-16 14:04:20.584585","2016-07-16 14:04:20.584585",11587
3244940,3238,131,43.8,74.2,62.4,74.8,"completed",21,20,1280,f,f,f,f,f,"2016-07-16 14:04:20.615062","2016-07-16 14:04:20.615062",11587
3244945,3238,131,42.1,83.8,39.5,44.2,"completed",21,5,1265,f,f,f,f,f,"2016-07-16 14:04:20.641668","2016-07-16 14:04:20.641668",11587
3244952,3238,131,43.2,70.1,45.8,32.1,"completed",20,35,1235,f,f,f,f,f,"2016-07-16 14:04:20.676998","2016-07-16 14:04:20.676998",11587
3244983,3238,131,39.8,64.8,54.7,89.9,"completed",25,48,1548,f,f,f,f,f,"2016-07-16 14:04:20.838952","2016-07-16 14:04:20.838952",11587
3244986,3238,131,30.3,58.5,36.1,34,"completed",25,41,1541,f,f,f,f,f,"2016-07-16 14:04:20.855271","2016-07-16 14:04:20.855271",11587
3245002,3238,131,48.8,12.1,59.6,0,"failed",26,36,1596,f,f,f,f,f,"2016-07-16 14:04:20.93963","2016-07-16 14:04:20.93963",11587
3245007,3238,131,41.7,44.2,51.7,66.9,"completed",34,58,2098,f,f,f,f,f,"2016-07-16 14:04:20.972496","2016-07-16 14:04:20.972496",11587
3245012,3238,131,51.3,57.9,50.3,25.2,"completed",34,36,2076,f,f,f,f,f,"2016-07-16 14:04:21.002838","2016-07-16 14:04:21.002838",11587
3245014,3238,131,49,56.2,59.4,68.3,"completed",34,32,2072,f,f,f,f,f,"2016-07-16 14:04:21.017216","2016-07-16 14:04:21.017216",11587
3245024,3238,131,48.4,93.6,89.6,97.1,"completed",33,27,2007,f,f,t,f,f,"2016-07-16 14:04:21.075396","2016-07-16 14:04:21.075396",11587
3245026,3238,131,40.5,89.3,57.4,87.7,"completed",33,25,2005,f,f,f,f,f,"2016-07-16 14:04:21.086485","2016-07-16 14:04:21.086485",11587
3245030,3238,131,47.3,82.4,41,37.8,"completed",33,10,1990,f,f,f,f,f,"2016-07-16 14:04:21.109739","2016-07-16 14:04:21.109739",11587
3245033,3238,131,43.8,53.8,49.7,52.3,"completed",33,5,1985,f,f,f,f,f,"2016-07-16 14:04:21.127062","2016-07-16 14:04:21.127062",11587
3245042,3238,131,32.3,84.8,41.7,79.7,"completed",32,39,1959,f,f,t,f,f,"2016-07-16 14:04:21.178628","2016-07-16 14:04:21.178628",11587
3245068,3238,131,32.6,80.3,40.5,63,"completed",38,18,2298,f,f,f,f,f,"2016-07-16 14:04:21.32476","2016-07-16 14:04:21.32476",11587
