"id","sqw_player_id","sqw_team_id","start_x","start_y","end_x","end_y","pass_type","mins","secs","minsec","throw_in","assist","long_ball","through_ball","headed","created_at","updated_at","sqw_game_id"
3135906,3238,131,27.8,50.7,33.9,24.2,"completed",7,23,443,f,f,f,f,t,"2016-07-16 13:51:39.479525","2016-07-16 13:51:39.479525",11465
3135918,3238,131,54.3,64.6,97.6,63,"failed",8,17,497,f,f,t,f,f,"2016-07-16 13:51:39.533179","2016-07-16 13:51:39.533179",11465
3135930,3238,131,57.7,85.7,75.9,72.8,"failed",5,19,319,f,f,f,f,f,"2016-07-16 13:51:39.585131","2016-07-16 13:51:39.585131",11465
3135937,3238,131,45.3,67.7,47.5,42.7,"completed",14,57,897,f,f,f,f,f,"2016-07-16 13:51:39.6177","2016-07-16 13:51:39.6177",11465
3135944,3238,131,53.8,47,68.2,55.4,"completed",13,36,816,f,f,f,f,t,"2016-07-16 13:51:39.650206","2016-07-16 13:51:39.650206",11465
3135974,3238,131,71,67.9,78.8,62,"failed",11,40,700,f,f,f,f,f,"2016-07-16 13:51:39.801979","2016-07-16 13:51:39.801979",11465
3135996,3238,131,46.2,76.7,44.6,33.1,"completed",19,0,1140,f,f,f,f,f,"2016-07-16 13:51:39.910065","2016-07-16 13:51:39.910065",11465
3136017,3238,131,29.7,79.9,31.1,40.9,"completed",16,47,1007,f,f,f,f,f,"2016-07-16 13:51:40.011396","2016-07-16 13:51:40.011396",11465
3136031,3238,131,28.2,59.9,38.7,65.4,"completed",15,52,952,f,f,f,f,t,"2016-07-16 13:51:40.078112","2016-07-16 13:51:40.078112",11465
3136107,3238,131,32.2,44.4,42.3,34,"failed",24,13,1453,f,f,f,f,t,"2016-07-16 13:51:40.445843","2016-07-16 13:51:40.445843",11465
3136136,3238,131,46,72,43,46.6,"completed",28,34,1714,f,f,f,f,f,"2016-07-16 13:51:40.612566","2016-07-16 13:51:40.612566",11465
3136139,3238,131,42.6,68.9,43.2,50.5,"completed",28,26,1706,f,f,f,f,f,"2016-07-16 13:51:40.627147","2016-07-16 13:51:40.627147",11465
3136147,3238,131,39.7,64.2,51.6,55.8,"completed",27,54,1674,f,f,f,f,f,"2016-07-16 13:51:40.662389","2016-07-16 13:51:40.662389",11465
3136154,3238,131,32.8,85,32.7,29.5,"completed",27,26,1646,f,f,t,f,f,"2016-07-16 13:51:40.694189","2016-07-16 13:51:40.694189",11465
3136157,3238,131,57.2,70.1,79,93.8,"completed",26,30,1590,f,f,f,f,f,"2016-07-16 13:51:40.707712","2016-07-16 13:51:40.707712",11465
3136162,3238,131,45,63.8,52.7,82.4,"completed",25,44,1544,f,f,f,f,f,"2016-07-16 13:51:40.72985","2016-07-16 13:51:40.72985",11465
3136183,3238,131,38.7,67.9,42.3,33.6,"completed",34,55,2095,f,f,f,f,f,"2016-07-16 13:51:40.827037","2016-07-16 13:51:40.827037",11465
3136187,3238,131,41.3,81.8,66.5,97.7,"completed",34,43,2083,f,f,f,f,f,"2016-07-16 13:51:40.845976","2016-07-16 13:51:40.845976",11465
3136191,3238,131,35,51.8,45.7,44.1,"completed",34,8,2048,f,f,f,f,f,"2016-07-16 13:51:40.865226","2016-07-16 13:51:40.865226",11465
3136204,3238,131,23.3,75.6,39,98.3,"completed",32,26,1946,f,f,f,f,f,"2016-07-16 13:51:40.92388","2016-07-16 13:51:40.92388",11465
3136260,3238,131,45.4,78.3,54.6,68.3,"completed",45,0,2733,f,f,f,f,f,"2016-07-16 13:51:41.210501","2016-07-16 13:51:41.210501",11465
3136264,3238,131,42.7,67.1,46.2,82.4,"completed",45,0,2724,f,f,f,f,f,"2016-07-16 13:51:41.22774","2016-07-16 13:51:41.22774",11465
3136287,3238,131,27.7,55.6,23.6,59.9,"completed",42,7,2527,f,f,f,f,f,"2016-07-16 13:51:41.332946","2016-07-16 13:51:41.332946",11465
3136298,3238,131,37.9,73,69.2,97.7,"completed",41,4,2464,f,f,t,f,f,"2016-07-16 13:51:41.38679","2016-07-16 13:51:41.38679",11465
3136369,3238,131,30.5,78.1,34.4,79.9,"failed",45,43,2743,f,f,f,f,f,"2016-07-16 13:51:41.726423","2016-07-16 13:51:41.726423",11465
3136387,3238,131,40.4,91.8,58.5,95.9,"completed",51,45,3105,f,f,f,f,f,"2016-07-16 13:51:41.839548","2016-07-16 13:51:41.839548",11465
3136398,3238,131,24.8,14.5,33,16.8,"completed",50,56,3056,f,f,f,f,f,"2016-07-16 13:51:41.899194","2016-07-16 13:51:41.899194",11465
3136482,3238,131,38.7,71.3,36.7,38.2,"completed",64,7,3847,f,f,f,f,f,"2016-07-16 13:51:42.281252","2016-07-16 13:51:42.281252",11465
3136504,3238,131,40.6,64.4,46.9,56.2,"completed",61,50,3710,f,f,f,f,f,"2016-07-16 13:51:42.379947","2016-07-16 13:51:42.379947",11465
3136549,3238,131,40.6,71.6,59,97.9,"completed",67,33,4053,f,f,f,f,f,"2016-07-16 13:51:42.588238","2016-07-16 13:51:42.588238",11465
3136575,3238,131,42.1,36.2,67.3,0,"failed",66,14,3974,f,f,t,f,f,"2016-07-16 13:51:42.737399","2016-07-16 13:51:42.737399",11465
3136582,3238,131,34.9,78.7,43,90.4,"completed",73,53,4433,f,f,f,f,f,"2016-07-16 13:51:42.78855","2016-07-16 13:51:42.78855",11465
3136584,3238,131,35,68.3,40.2,57.7,"completed",73,50,4430,f,f,f,f,f,"2016-07-16 13:51:42.799067","2016-07-16 13:51:42.799067",11465
3136609,3238,131,17.4,57.9,31.5,59.9,"completed",70,43,4243,f,f,f,f,f,"2016-07-16 13:51:42.920171","2016-07-16 13:51:42.920171",11465
3136618,3238,131,27.8,80.7,34.5,94,"completed",70,9,4209,f,f,f,f,f,"2016-07-16 13:51:42.960535","2016-07-16 13:51:42.960535",11465
3136628,3238,131,20.1,82,69.2,63.6,"failed",70,17,4217,f,f,t,f,f,"2016-07-16 13:51:43.00867","2016-07-16 13:51:43.00867",11465
3136633,3238,131,49.2,74.2,61.4,70.1,"completed",79,50,4790,f,f,f,f,f,"2016-07-16 13:51:43.030063","2016-07-16 13:51:43.030063",11465
3136649,3238,131,27.4,50.3,32.7,50.9,"completed",77,53,4673,f,f,f,f,f,"2016-07-16 13:51:43.101001","2016-07-16 13:51:43.101001",11465
3136658,3238,131,58.1,87.1,70.4,98.5,"completed",77,14,4634,f,f,f,f,f,"2016-07-16 13:51:43.142774","2016-07-16 13:51:43.142774",11465
3136675,3238,131,41.9,87.9,44.5,67.5,"completed",75,18,4518,f,f,f,f,f,"2016-07-16 13:51:43.228023","2016-07-16 13:51:43.228023",11465
3136690,3238,131,44.3,90.6,54.4,92.8,"failed",75,6,4506,f,f,f,f,f,"2016-07-16 13:51:43.297818","2016-07-16 13:51:43.297818",11465
3136718,3238,131,41.3,67.3,39.8,36.8,"completed",81,3,4863,f,f,f,f,f,"2016-07-16 13:51:43.436955","2016-07-16 13:51:43.436955",11465
3136722,3238,131,46,66.7,48.7,49.9,"completed",80,50,4850,f,f,f,f,f,"2016-07-16 13:51:43.458683","2016-07-16 13:51:43.458683",11465
3136725,3238,131,51.7,52.8,61.4,57.3,"completed",80,42,4842,f,f,f,f,f,"2016-07-16 13:51:43.475404","2016-07-16 13:51:43.475404",11465
3136732,3238,131,35.6,75.4,27.7,35.6,"completed",80,13,4813,f,f,f,f,f,"2016-07-16 13:51:43.507847","2016-07-16 13:51:43.507847",11465
3136735,3238,131,38.5,87.7,43.1,71.4,"completed",80,8,4808,f,f,f,f,f,"2016-07-16 13:51:43.520273","2016-07-16 13:51:43.520273",11465
3136779,3238,131,43.6,81.8,60.9,68.5,"completed",85,14,5114,f,f,f,f,f,"2016-07-16 13:51:43.737931","2016-07-16 13:51:43.737931",11465
3143742,3238,131,51.6,76.5,59.6,94.6,"completed",3,32,212,f,f,f,f,f,"2016-07-16 13:52:50.532815","2016-07-16 13:52:50.532815",11474
3143749,3238,131,40.2,82.6,63.2,75.2,"completed",3,3,183,f,f,f,f,f,"2016-07-16 13:52:50.564182","2016-07-16 13:52:50.564182",11474
3143762,3238,131,18.1,76.3,28.5,74.2,"completed",1,21,81,f,f,f,f,f,"2016-07-16 13:52:50.622825","2016-07-16 13:52:50.622825",11474
3143767,3238,131,32,70.1,45.4,84.4,"completed",0,33,33,f,f,f,f,t,"2016-07-16 13:52:50.645022","2016-07-16 13:52:50.645022",11474
3143770,3238,131,25.7,86.1,60.5,95.1,"completed",0,18,18,f,f,t,f,f,"2016-07-16 13:52:50.658355","2016-07-16 13:52:50.658355",11474
3143774,3238,131,59.2,93.6,68,87.1,"failed",3,39,219,f,f,f,f,f,"2016-07-16 13:52:50.675998","2016-07-16 13:52:50.675998",11474
3143780,3238,131,36.5,83,47.2,79.1,"failed",1,6,66,f,f,f,f,t,"2016-07-16 13:52:50.702692","2016-07-16 13:52:50.702692",11474
3143790,3238,131,20,81.2,8.4,53.4,"completed",9,47,587,f,f,f,f,f,"2016-07-16 13:52:50.747877","2016-07-16 13:52:50.747877",11474
3143797,3238,131,35.3,91.8,32.7,68.7,"completed",7,37,457,f,f,f,f,f,"2016-07-16 13:52:50.779448","2016-07-16 13:52:50.779448",11474
3143849,3238,131,20.1,72.2,18.5,45.2,"completed",14,10,850,f,f,f,f,f,"2016-07-16 13:52:51.011267","2016-07-16 13:52:51.011267",11474
3143857,3238,131,54.3,92.2,40.9,59.9,"completed",13,28,808,f,f,f,f,f,"2016-07-16 13:52:51.045627","2016-07-16 13:52:51.045627",11474
3143862,3238,131,24.8,65.6,33.4,59.5,"completed",13,4,784,f,f,f,f,f,"2016-07-16 13:52:51.067555","2016-07-16 13:52:51.067555",11474
3143878,3238,131,54.4,91.6,55,79.5,"completed",11,57,717,f,f,f,f,f,"2016-07-16 13:52:51.150779","2016-07-16 13:52:51.150779",11474
3143880,3238,131,61.3,94.2,60.6,77.3,"completed",11,53,713,f,f,f,f,f,"2016-07-16 13:52:51.159443","2016-07-16 13:52:51.159443",11474
3143886,3238,131,36.3,74.2,38.3,39.7,"completed",11,29,689,f,f,f,f,f,"2016-07-16 13:52:51.185934","2016-07-16 13:52:51.185934",11474
3143896,3238,131,53.1,84,56.2,83.2,"failed",13,18,798,f,f,f,f,f,"2016-07-16 13:52:51.254848","2016-07-16 13:52:51.254848",11474
3143902,3238,131,53.2,73.4,66.5,53.6,"failed",10,9,609,f,f,f,f,f,"2016-07-16 13:52:51.281838","2016-07-16 13:52:51.281838",11474
3143910,3238,131,26.8,84.8,29,38.9,"completed",19,12,1152,f,f,f,f,f,"2016-07-16 13:52:51.318023","2016-07-16 13:52:51.318023",11474
3143971,3238,131,49,86.9,61.7,67.5,"completed",22,44,1364,f,f,f,f,f,"2016-07-16 13:52:51.618651","2016-07-16 13:52:51.618651",11474
3143973,3238,131,48.2,80.1,66.1,75.6,"completed",22,36,1356,f,f,f,f,f,"2016-07-16 13:52:51.627654","2016-07-16 13:52:51.627654",11474
3143979,3238,131,30.1,92.6,35.7,74,"completed",22,12,1332,f,f,f,f,f,"2016-07-16 13:52:51.655185","2016-07-16 13:52:51.655185",11474
3144012,3238,131,36.3,59.7,43.2,56,"completed",28,6,1686,f,f,f,f,t,"2016-07-16 13:52:51.812347","2016-07-16 13:52:51.812347",11474
3144020,3238,131,58,66.9,55.9,33.8,"completed",26,35,1595,f,f,f,f,f,"2016-07-16 13:52:51.848681","2016-07-16 13:52:51.848681",11474
3144022,3238,131,58,67.5,63.1,59.7,"completed",26,33,1593,f,f,f,f,f,"2016-07-16 13:52:51.857579","2016-07-16 13:52:51.857579",11474
3144034,3238,131,9.2,75.6,41.3,84.6,"failed",28,27,1707,f,f,t,f,f,"2016-07-16 13:52:51.910901","2016-07-16 13:52:51.910901",11474
3144049,3238,131,49.4,78.3,61.1,95.1,"completed",33,14,1994,f,f,f,f,f,"2016-07-16 13:52:51.97528","2016-07-16 13:52:51.97528",11474
3144053,3238,131,28.7,89.5,17.5,62.8,"completed",32,57,1977,f,f,f,f,f,"2016-07-16 13:52:51.992612","2016-07-16 13:52:51.992612",11474
3144055,3238,131,28.7,89.3,39.5,93,"completed",32,20,1940,f,f,f,f,t,"2016-07-16 13:52:52.001045","2016-07-16 13:52:52.001045",11474
3144056,3238,131,57.6,93.6,69.5,94,"completed",31,57,1917,f,f,f,f,t,"2016-07-16 13:52:52.005494","2016-07-16 13:52:52.005494",11474
3144069,3238,131,34.4,87.9,56.8,71.6,"completed",30,54,1854,f,f,f,f,f,"2016-07-16 13:52:52.062235","2016-07-16 13:52:52.062235",11474
3144074,3238,131,27.9,78.5,14.9,51.3,"completed",30,40,1840,f,f,f,f,f,"2016-07-16 13:52:52.084022","2016-07-16 13:52:52.084022",11474
3144083,3238,131,47.6,80.1,64.1,84.6,"completed",39,35,2375,f,f,f,f,f,"2016-07-16 13:52:52.124893","2016-07-16 13:52:52.124893",11474
3144088,3238,131,57.6,85.4,55.8,92.8,"completed",39,13,2353,f,f,f,f,f,"2016-07-16 13:52:52.146867","2016-07-16 13:52:52.146867",11474
3144110,3238,131,30.5,37.8,26.3,15.8,"completed",35,21,2121,f,f,f,f,t,"2016-07-16 13:52:52.247565","2016-07-16 13:52:52.247565",11474
3144116,3238,131,35.7,71.4,70.8,56.6,"failed",37,6,2226,f,f,t,f,f,"2016-07-16 13:52:52.27365","2016-07-16 13:52:52.27365",11474
3144145,3238,131,47.7,70.5,47.6,53,"completed",42,32,2552,f,f,f,f,f,"2016-07-16 13:52:52.397741","2016-07-16 13:52:52.397741",11474
3144158,3238,131,64.1,72.8,71.4,76.7,"failed",43,31,2611,f,f,f,f,t,"2016-07-16 13:52:52.454818","2016-07-16 13:52:52.454818",11474
3144169,3238,131,29.3,45.2,29.7,71.6,"completed",45,0,2701,f,f,f,f,f,"2016-07-16 13:52:52.502064","2016-07-16 13:52:52.502064",11474
3144179,3238,131,60.5,64.4,86.1,8.2,"completed",48,37,2917,f,f,t,f,f,"2016-07-16 13:52:52.648679","2016-07-16 13:52:52.648679",11474
3144189,3238,131,35.6,78.9,48.6,50.9,"completed",46,55,2815,f,f,f,f,f,"2016-07-16 13:52:52.695404","2016-07-16 13:52:52.695404",11474
3144191,3238,131,23.6,61.1,31.8,51.9,"completed",46,45,2805,f,f,f,f,f,"2016-07-16 13:52:52.704056","2016-07-16 13:52:52.704056",11474
3144194,3238,131,41.5,68.1,44.2,31.9,"completed",45,31,2731,f,f,f,f,f,"2016-07-16 13:52:52.717108","2016-07-16 13:52:52.717108",11474
3144199,3238,131,32.2,64.8,34.1,29.9,"completed",45,11,2711,f,f,f,f,f,"2016-07-16 13:52:52.738994","2016-07-16 13:52:52.738994",11474
3144234,3238,131,46,46.2,55.7,42.5,"completed",53,8,3188,f,f,f,f,f,"2016-07-16 13:52:52.900728","2016-07-16 13:52:52.900728",11474
3144260,3238,131,31.6,67.5,41,80.5,"completed",51,38,3098,f,f,f,f,f,"2016-07-16 13:52:53.012543","2016-07-16 13:52:53.012543",11474
3144262,3238,131,32.4,66.9,42.6,72.2,"completed",51,34,3094,f,f,f,f,t,"2016-07-16 13:52:53.023607","2016-07-16 13:52:53.023607",11474
3144270,3238,131,53.6,43.6,63.3,5.4,"completed",50,52,3052,f,f,f,f,f,"2016-07-16 13:52:53.065067","2016-07-16 13:52:53.065067",11474
3144274,3238,131,55.4,76.5,67,47.7,"completed",50,20,3020,f,f,f,f,f,"2016-07-16 13:52:53.08283","2016-07-16 13:52:53.08283",11474
3144290,3238,131,23.1,67.5,47.2,94.9,"completed",59,27,3567,f,f,f,f,f,"2016-07-16 13:52:53.153498","2016-07-16 13:52:53.153498",11474
3144322,3238,131,52.5,48.1,57,40.5,"completed",64,31,3871,f,f,f,f,f,"2016-07-16 13:52:53.346023","2016-07-16 13:52:53.346023",11474
3144341,3238,131,37.9,75.8,39.4,36.4,"completed",63,24,3804,f,f,f,f,f,"2016-07-16 13:52:53.431849","2016-07-16 13:52:53.431849",11474
3144343,3238,131,36.4,82.4,48.7,74.4,"completed",63,19,3799,f,f,f,f,f,"2016-07-16 13:52:53.442948","2016-07-16 13:52:53.442948",11474
3144352,3238,131,27.9,50.1,7.4,49.5,"completed",62,49,3769,f,f,f,f,f,"2016-07-16 13:52:53.487286","2016-07-16 13:52:53.487286",11474
3144361,3238,131,58.7,73.8,87.7,11.9,"failed",63,46,3826,f,f,t,f,f,"2016-07-16 13:52:53.528964","2016-07-16 13:52:53.528964",11474
3144380,3238,131,55,79.7,58,32.5,"completed",68,23,4103,f,f,t,f,f,"2016-07-16 13:52:53.612746","2016-07-16 13:52:53.612746",11474
3144397,3238,131,13.6,16.2,2.1,40.3,"completed",65,19,3919,f,f,f,f,f,"2016-07-16 13:52:53.687859","2016-07-16 13:52:53.687859",11474
3144399,3238,131,28.3,75.6,54,86.9,"failed",65,34,3934,f,f,f,f,f,"2016-07-16 13:52:53.696484","2016-07-16 13:52:53.696484",11474
3144411,3238,131,27.2,88.1,9.5,55,"completed",74,37,4477,f,f,f,f,f,"2016-07-16 13:52:53.75233","2016-07-16 13:52:53.75233",11474
3144417,3238,131,41.7,73.8,58,97.1,"completed",74,9,4449,f,f,f,f,f,"2016-07-16 13:52:53.778179","2016-07-16 13:52:53.778179",11474
3144430,3238,131,61,75.4,84.8,67.4,"completed",72,27,4347,f,f,f,f,f,"2016-07-16 13:52:53.835897","2016-07-16 13:52:53.835897",11474
3144441,3238,131,53.1,73,48.7,42.9,"completed",72,0,4320,f,f,f,f,f,"2016-07-16 13:52:53.88332","2016-07-16 13:52:53.88332",11474
3144445,3238,131,55.7,74.8,71.5,96.3,"completed",71,34,4294,f,f,f,f,f,"2016-07-16 13:52:53.900621","2016-07-16 13:52:53.900621",11474
3144454,3238,131,46.5,60.7,55.3,91.6,"completed",70,9,4209,f,f,f,f,f,"2016-07-16 13:52:53.938787","2016-07-16 13:52:53.938787",11474
3144465,3238,131,76.2,10.1,61.4,25.2,"completed",78,0,4680,f,f,f,f,f,"2016-07-16 13:52:53.988127","2016-07-16 13:52:53.988127",11474
3144475,3238,131,70.7,32.1,81.8,8.6,"completed",75,45,4545,f,f,f,f,f,"2016-07-16 13:52:54.034042","2016-07-16 13:52:54.034042",11474
3144489,3238,131,21.8,86.1,46.5,77.7,"failed",78,44,4724,f,f,t,f,f,"2016-07-16 13:52:54.096323","2016-07-16 13:52:54.096323",11474
3144507,3238,131,33.7,42.5,41.6,31.5,"completed",82,50,4970,f,f,f,f,f,"2016-07-16 13:52:54.185442","2016-07-16 13:52:54.185442",11474
3144534,3238,131,23.6,67.9,30.1,37,"completed",89,18,5358,f,f,f,f,f,"2016-07-16 13:52:54.311488","2016-07-16 13:52:54.311488",11474
3144537,3238,131,24.5,39.1,28.2,33.1,"completed",89,10,5350,f,f,f,f,f,"2016-07-16 13:52:54.324968","2016-07-16 13:52:54.324968",11474
3144555,3238,131,45.8,78.3,47.9,51.9,"completed",88,12,5292,f,f,f,f,f,"2016-07-16 13:52:54.405644","2016-07-16 13:52:54.405644",11474
3144559,3238,131,33.5,33.8,60.5,41.9,"completed",87,55,5275,f,f,t,f,f,"2016-07-16 13:52:54.423324","2016-07-16 13:52:54.423324",11474
3144597,3238,131,34.2,43.4,40,42.5,"completed",90,0,5452,f,f,f,f,t,"2016-07-16 13:52:54.586899","2016-07-16 13:52:54.586899",11474
3144609,3238,131,87.5,48.1,91.8,51.9,"failed",90,0,5575,f,f,f,f,t,"2016-07-16 13:52:54.638745","2016-07-16 13:52:54.638745",11474
3154404,3238,131,52.5,65.8,60.6,77.5,"completed",3,41,221,f,f,f,f,f,"2016-07-16 13:54:33.213657","2016-07-16 13:54:33.213657",11486
3154408,3238,131,43.1,69.7,64.8,97.7,"completed",3,18,198,f,f,f,f,f,"2016-07-16 13:54:33.245673","2016-07-16 13:54:33.245673",11486
3154422,3238,131,53.1,61.1,70.4,57,"completed",1,57,117,f,f,f,f,f,"2016-07-16 13:54:33.328483","2016-07-16 13:54:33.328483",11486
3154463,3238,131,51.8,88.9,62.4,96.3,"completed",9,1,541,f,f,f,f,f,"2016-07-16 13:54:33.657179","2016-07-16 13:54:33.657179",11486
3154473,3238,131,29.2,63,43.8,94.8,"completed",6,57,417,f,f,f,f,f,"2016-07-16 13:54:33.738773","2016-07-16 13:54:33.738773",11486
3154475,3238,131,35.6,80.7,36.1,34.6,"completed",6,29,389,f,f,f,f,f,"2016-07-16 13:54:33.758174","2016-07-16 13:54:33.758174",11486
3154491,3238,131,54,78.7,64.6,67.3,"failed",8,56,536,f,f,f,f,f,"2016-07-16 13:54:33.884313","2016-07-16 13:54:33.884313",11486
3154527,3238,131,37.1,38.2,34.8,25.8,"completed",12,13,733,f,f,f,f,f,"2016-07-16 13:54:34.134082","2016-07-16 13:54:34.134082",11486
3154535,3238,131,36.5,89.3,28.5,100,"failed",13,41,821,f,f,f,f,t,"2016-07-16 13:54:34.182834","2016-07-16 13:54:34.182834",11486
3154559,3238,131,30.5,93.6,40.9,90.1,"completed",16,36,996,f,f,f,f,f,"2016-07-16 13:54:34.296898","2016-07-16 13:54:34.296898",11486
3154575,3238,131,23.3,89.7,58.5,66.7,"failed",15,25,925,f,f,t,f,f,"2016-07-16 13:54:34.36577","2016-07-16 13:54:34.36577",11486
3154579,3238,131,32.6,54.8,40.2,24.2,"completed",24,19,1459,f,f,f,f,f,"2016-07-16 13:54:34.383027","2016-07-16 13:54:34.383027",11486
3154582,3238,131,21.5,33.6,29,12.7,"completed",24,9,1449,f,f,f,f,f,"2016-07-16 13:54:34.39644","2016-07-16 13:54:34.39644",11486
3154588,3238,131,54.9,53,46.2,13.7,"completed",23,47,1427,f,f,f,f,f,"2016-07-16 13:54:34.426593","2016-07-16 13:54:34.426593",11486
3154596,3238,131,37.2,80.8,31.3,38,"completed",23,11,1391,f,f,f,f,f,"2016-07-16 13:54:34.46267","2016-07-16 13:54:34.46267",11486
3154598,3238,131,40.5,77.3,46,97.1,"completed",23,6,1386,f,f,f,f,f,"2016-07-16 13:54:34.471686","2016-07-16 13:54:34.471686",11486
3154602,3238,131,47.9,91.6,33.1,18.8,"completed",22,52,1372,f,f,t,f,f,"2016-07-16 13:54:34.488917","2016-07-16 13:54:34.488917",11486
3154624,3238,131,31.2,70.1,28.3,22.3,"completed",29,42,1782,f,f,t,f,f,"2016-07-16 13:54:34.583839","2016-07-16 13:54:34.583839",11486
3154638,3238,131,41.7,41.1,43.4,28.9,"completed",27,52,1672,f,f,f,f,t,"2016-07-16 13:54:34.64992","2016-07-16 13:54:34.64992",11486
3154647,3238,131,32.7,77.5,44.7,76.1,"completed",27,15,1635,f,f,f,f,f,"2016-07-16 13:54:34.690241","2016-07-16 13:54:34.690241",11486
3154650,3238,131,34.1,63.8,32.6,29.9,"completed",27,2,1622,f,f,f,f,f,"2016-07-16 13:54:34.703178","2016-07-16 13:54:34.703178",11486
3154680,3238,131,33.1,79.5,41.9,71.4,"completed",35,0,2100,f,f,f,f,f,"2016-07-16 13:54:34.838723","2016-07-16 13:54:34.838723",11486
3154687,3238,131,36.9,70.3,36,37.8,"completed",34,13,2053,f,f,f,f,f,"2016-07-16 13:54:34.870059","2016-07-16 13:54:34.870059",11486
3154691,3238,131,32.8,68.7,35.6,16.8,"completed",33,59,2039,f,f,t,f,f,"2016-07-16 13:54:34.887746","2016-07-16 13:54:34.887746",11486
3154716,3238,131,43.2,65.2,37.8,28.6,"completed",31,40,1900,f,f,f,f,f,"2016-07-16 13:54:35.000138","2016-07-16 13:54:35.000138",11486
3154718,3238,131,42.4,64.6,57.7,91.6,"completed",31,34,1894,f,f,f,f,f,"2016-07-16 13:54:35.008944","2016-07-16 13:54:35.008944",11486
3154722,3238,131,62.6,66.5,54.4,42.1,"completed",31,21,1881,f,f,f,f,f,"2016-07-16 13:54:35.02634","2016-07-16 13:54:35.02634",11486
3154736,3238,131,30.4,61.8,31.3,32.5,"completed",39,57,2397,f,f,f,f,f,"2016-07-16 13:54:35.086798","2016-07-16 13:54:35.086798",11486
3154738,3238,131,32.3,56.8,34.5,77.3,"completed",39,51,2391,f,f,f,f,f,"2016-07-16 13:54:35.098798","2016-07-16 13:54:35.098798",11486
3154750,3238,131,31.5,67.7,35,26.2,"completed",35,4,2104,f,f,f,f,f,"2016-07-16 13:54:35.150321","2016-07-16 13:54:35.150321",11486
3154756,3238,131,34.9,58.9,34.4,25.6,"completed",45,0,2843,f,f,f,f,f,"2016-07-16 13:54:35.176108","2016-07-16 13:54:35.176108",11486
3154761,3238,131,40.9,37.8,67.4,8.6,"completed",45,0,2762,f,f,t,f,t,"2016-07-16 13:54:35.197326","2016-07-16 13:54:35.197326",11486
3154781,3238,131,43.9,87.3,56.8,97.3,"completed",44,26,2666,f,f,f,f,f,"2016-07-16 13:54:35.305493","2016-07-16 13:54:35.305493",11486
3154857,3238,131,49,89.9,56.5,81.2,"completed",49,31,2971,f,f,f,f,f,"2016-07-16 13:54:35.894331","2016-07-16 13:54:35.894331",11486
3154878,3238,131,39,90.2,55,96.5,"completed",46,17,2777,f,f,f,f,f,"2016-07-16 13:54:36.053503","2016-07-16 13:54:36.053503",11486
3154885,3238,131,31.9,82.6,28.5,21.5,"completed",45,10,2710,f,f,t,f,f,"2016-07-16 13:54:36.112276","2016-07-16 13:54:36.112276",11486
3154896,3238,131,38.6,73.4,62.8,70.1,"failed",48,0,2880,f,f,t,f,f,"2016-07-16 13:54:36.164637","2016-07-16 13:54:36.164637",11486
3154928,3238,131,25.2,69.3,32.4,72.8,"failed",50,23,3023,f,f,f,f,t,"2016-07-16 13:54:36.317635","2016-07-16 13:54:36.317635",11486
3154959,3238,131,26,67.9,29.7,94.4,"completed",56,24,3384,f,f,f,f,f,"2016-07-16 13:54:36.529767","2016-07-16 13:54:36.529767",11486
3154974,3238,131,55.1,84.2,67.3,96.5,"completed",55,12,3312,f,f,f,f,f,"2016-07-16 13:54:36.668904","2016-07-16 13:54:36.668904",11486
3154995,3238,131,50.2,34.8,54.3,10.7,"completed",60,7,3607,f,f,f,f,f,"2016-07-16 13:54:36.786266","2016-07-16 13:54:36.786266",11486
3155003,3238,131,22.6,64.6,24.8,87.5,"completed",69,41,4181,f,f,f,f,t,"2016-07-16 13:54:36.82066","2016-07-16 13:54:36.82066",11486
3155014,3238,131,42.8,46.6,55.3,86.1,"completed",67,44,4064,f,f,f,f,f,"2016-07-16 13:54:36.887053","2016-07-16 13:54:36.887053",11486
3155095,3238,131,13.3,73.8,88.9,69.1,"failed",73,44,4424,f,f,t,f,f,"2016-07-16 13:54:37.302899","2016-07-16 13:54:37.302899",11486
3155111,3238,131,29.3,47.6,49.5,94.6,"completed",79,54,4794,f,f,t,f,f,"2016-07-16 13:54:37.379497","2016-07-16 13:54:37.379497",11486
3155138,3238,131,37.2,76.5,44.2,70.7,"completed",77,4,4624,f,f,f,f,f,"2016-07-16 13:54:37.508463","2016-07-16 13:54:37.508463",11486
3155143,3238,131,51.7,79.3,59.1,89.5,"completed",76,50,4610,f,f,f,f,f,"2016-07-16 13:54:37.534539","2016-07-16 13:54:37.534539",11486
3155174,3238,131,36.1,80.8,33.8,36,"completed",84,39,5079,f,f,f,f,f,"2016-07-16 13:54:37.739879","2016-07-16 13:54:37.739879",11486
3155176,3238,131,43.4,77.7,58.3,65.6,"completed",84,27,5067,f,f,f,f,f,"2016-07-16 13:54:37.750229","2016-07-16 13:54:37.750229",11486
3155204,3238,131,31.9,73.2,17.8,52.8,"completed",80,18,4818,f,f,f,f,f,"2016-07-16 13:54:37.95834","2016-07-16 13:54:37.95834",11486
3155253,3238,131,37.4,81,40.1,35,"completed",85,19,5119,f,f,f,f,f,"2016-07-16 13:54:38.330347","2016-07-16 13:54:38.330347",11486
